restaurant_id,restaurant_name,cuisine,district,price_level,partner_since,avg_prep_min,open_sunday
5321,ชาไทย0321,ชานม และขนม,บางรัก,2,2022-04-23,10.7,False
5322,ร้านพี่0322,กะเพรา,บางรัก,2,2023-03-23,7.5,True
5323,โซล0323,เกาหลี,ลาดพร้าว,1,2023-07-24,6.3,True
5324,ร้านพี่0324,กะเพรา,จตุจักร,1,2023-12-14,8.2,True
5325,เจดี0325,อาหารเจ,ดินแดง,3,2023-09-16,6.8,True
5326,เจ๊0326,ก๋วยเตี๋ยว,บางนา,1,2024-02-24,9.1,True
5327,ชาไทย0327,ชานม และขนม,วัฒนา,3,2024-03-18,6.6,True
5328,คาเฟ่0328,กาแฟ,วัฒนา,1,2023-11-30,15.5,True
5329,คาเฟ่0329,กาแฟ,วัฒนา,1,2023-01-31,9.1,True
5330,ย่างเนย0330,ปิ้งย่าง,บางนา,3,2022-09-01,8.3,True
5331,เจ๊0331,ก๋วยเตี๋ยว,ห้วยขวาง,1,2023-10-03,7.5,True
5332,เบอร์เกอร์0332,ฟาสต์ฟู้ด,บางนา,3,2022-12-13,7.8,True
5333,ชาไทย0333,ชานม และขนม,บางนา,3,2022-02-15,6.2,True
5334,ชาบู0334,สุกี้ และชาบู,จตุจักร,2,2023-11-01,5.3,True
5335,ครัว0335,ตามสั่ง,พญาไท,1,2023-08-14,10.5,False
5336,ส้มตำ0336,อีสาน,พญาไท,1,2023-01-05,7.8,True
5337,ย่างเนย0337,ปิ้งย่าง,พญาไท,3,2024-01-27,9.1,False
5338,ซากุระ0338,ญี่ปุ่น,ลาดพร้าว,2,2022-06-30,7.3,True
5339,ชาไทย0339,ชานม และขนม,บางกะปิ,2,2023-07-14,9.8,True
5340,ครัว0340,ตามสั่ง,ห้วยขวาง,2,2024-05-12,6.1,True
5341,คาเฟ่0341,กาแฟ,บางนา,2,2022-06-23,6.2,True
5342,คาเฟ่0342,กาแฟ,พญาไท,2,2023-12-24,11.4,False
5343,เจ๊0343,ก๋วยเตี๋ยว,บางกะปิ,1,2024-03-07,5.9,True
5344,ร้านพี่0344,กะเพรา,จตุจักร,2,2024-02-13,16.2,True
5345,ย่างเนย0345,ปิ้งย่าง,สาทร,2,2024-03-18,11.4,False
5346,ครัว0346,ตามสั่ง,บางนา,2,2023-01-09,6.7,True
5347,ครัว0347,ตามสั่ง,ห้วยขวาง,1,2023-09-28,8.8,True
5348,เจดี0348,อาหารเจ,บางนา,3,2023-10-12,14.3,True
5349,ร้านพี่0349,กะเพรา,บางรัก,3,2024-06-27,14.8,False
5350,ซากุระ0350,ญี่ปุ่น,จตุจักร,1,2023-12-18,6.9,True
5351,ย่างเนย0351,ปิ้งย่าง,บางนา,2,2022-07-10,14.4,True
5352,ร้านพี่0352,กะเพรา,พญาไท,2,2023-05-29,16.0,True
5353,ส้มตำ0353,อีสาน,ลาดพร้าว,2,2022-04-21,11.7,True
5354,เจดี0354,อาหารเจ,บางนา,2,2022-12-26,6.1,True
5355,เจ๊0355,ก๋วยเตี๋ยว,วัฒนา,2,2022-04-15,13.2,False
5356,ซากุระ0356,ญี่ปุ่น,บางนา,1,2022-08-08,12.5,True
5357,เจ๊0357,ก๋วยเตี๋ยว,สาทร,1,2022-11-16,7.8,True
5358,ครัว0358,ตามสั่ง,บางนา,1,2023-02-28,5.0,True
5359,ครัว0359,ตามสั่ง,สาทร,2,2024-01-30,9.5,False
5360,ครัว0360,ตามสั่ง,บางกะปิ,1,2023-02-26,11.2,False
5361,คาเฟ่0361,กาแฟ,คลองเตย,2,2022-11-24,8.2,False
5362,ครัว0362,ตามสั่ง,บางรัก,2,2022-04-05,10.5,False
5363,ชาไทย0363,ชานม และขนม,บางรัก,3,2022-12-01,9.0,False
5364,ครัว0364,ตามสั่ง,วัฒนา,1,2024-05-23,8.7,True
5365,ครัว0365,ตามสั่ง,ดินแดง,2,2024-06-20,8.5,True
5366,เจ๊0366,ก๋วยเตี๋ยว,ลาดพร้าว,1,2023-03-04,5.0,True
5367,ซากุระ0367,ญี่ปุ่น,คลองเตย,1,2022-07-27,9.5,False
5368,เจ๊0368,ก๋วยเตี๋ยว,วัฒนา,1,2023-05-11,6.6,True
5369,คาเฟ่0369,กาแฟ,ดินแดง,1,2022-10-13,15.1,False
5370,ซากุระ0370,ญี่ปุ่น,สวนหลวง,1,2023-03-28,10.7,True
5371,ร้านพี่0371,กะเพรา,จตุจักร,2,2022-09-27,6.4,True
5372,ชาไทย0372,ชานม และขนม,คลองเตย,1,2022-06-25,7.3,False
5373,ชาไทย0373,ชานม และขนม,สวนหลวง,2,2022-08-01,6.0,True
5374,โซล0374,เกาหลี,สวนหลวง,1,2024-01-26,8.2,True
5375,โซล0375,เกาหลี,พญาไท,1,2024-01-25,7.6,True
5376,ซากุระ0376,ญี่ปุ่น,วัฒนา,2,2022-12-22,9.6,True
5377,คาเฟ่0377,กาแฟ,บางกะปิ,1,2024-03-25,6.2,True
5378,ชาไทย0378,ชานม และขนม,สาทร,1,2023-07-12,8.0,True
5379,เจดี0379,อาหารเจ,จตุจักร,2,2023-03-04,6.8,True
5380,ซากุระ0380,ญี่ปุ่น,ห้วยขวาง,2,2022-02-15,11.4,True
5381,ครัว0381,ตามสั่ง,บางรัก,2,2022-03-26,8.9,False
5382,ชาไทย0382,ชานม และขนม,ดินแดง,1,2024-04-09,12.5,True
5383,ร้านพี่0383,กะเพรา,พญาไท,2,2023-06-27,15.7,False
5384,ย่างเนย0384,ปิ้งย่าง,ห้วยขวาง,1,2023-02-16,7.3,True
5385,ชาบู0385,สุกี้ และชาบู,คลองเตย,3,2023-10-09,8.1,False
5386,ชาบู0386,สุกี้ และชาบู,บางนา,2,2024-02-28,10.7,True
5387,ชาบู0387,สุกี้ และชาบู,บางกะปิ,1,2022-07-08,11.4,True
5388,เจ๊0388,ก๋วยเตี๋ยว,บางนา,1,2023-11-20,8.8,True
5389,คาเฟ่0389,กาแฟ,พญาไท,3,2023-12-16,9.0,False
5390,เจดี0390,อาหารเจ,คลองเตย,1,2023-04-30,13.1,True
5391,ย่างเนย0391,ปิ้งย่าง,สวนหลวง,2,2023-10-01,8.5,True
5392,ชาบู0392,สุกี้ และชาบู,สวนหลวง,2,2023-10-03,7.9,True
5393,ย่างเนย0393,ปิ้งย่าง,พญาไท,3,2022-07-22,7.4,True
5394,เบอร์เกอร์0394,ฟาสต์ฟู้ด,จตุจักร,2,2023-08-08,4.4,True
5395,เบอร์เกอร์0395,ฟาสต์ฟู้ด,จตุจักร,2,2023-08-22,6.6,True
5396,ครัว0396,ตามสั่ง,ห้วยขวาง,2,2022-08-31,12.9,True
5397,เบอร์เกอร์0397,ฟาสต์ฟู้ด,บางรัก,1,2023-07-07,9.8,True
5398,ย่างเนย0398,ปิ้งย่าง,บางรัก,1,2023-06-07,8.7,True
5399,ซากุระ0399,ญี่ปุ่น,บางรัก,1,2024-03-15,10.2,False
5400,ครัว0400,ตามสั่ง,ห้วยขวาง,1,2024-04-24,11.0,True
5401,เบอร์เกอร์0401,ฟาสต์ฟู้ด,ลาดพร้าว,1,2023-01-13,9.7,True
5402,ย่างเนย0402,ปิ้งย่าง,สาทร,1,2022-09-10,13.3,False
5403,ชาไทย0403,ชานม และขนม,บางรัก,1,2024-03-31,10.3,True
5404,เจ๊0404,ก๋วยเตี๋ยว,พญาไท,2,2024-04-29,7.2,False
5405,เบอร์เกอร์0405,ฟาสต์ฟู้ด,ลาดพร้าว,2,2024-04-21,10.7,True
5406,ส้มตำ0406,อีสาน,วัฒนา,2,2023-12-31,10.1,True
5407,ซากุระ0407,ญี่ปุ่น,ลาดพร้าว,3,2022-07-03,16.4,True
5408,ชาบู0408,สุกี้ และชาบู,ลาดพร้าว,1,2022-02-14,7.3,True
5409,ครัว0409,ตามสั่ง,บางนา,2,2024-01-18,13.9,True
5410,ซากุระ0410,ญี่ปุ่น,บางนา,1,2023-06-04,12.9,True
5411,ชาบู0411,สุกี้ และชาบู,วัฒนา,2,2023-02-16,12.7,True
5412,ส้มตำ0412,อีสาน,วัฒนา,1,2022-11-05,12.1,True
5413,โซล0413,เกาหลี,สวนหลวง,1,2024-04-06,7.8,True
5414,ซากุระ0414,ญี่ปุ่น,สวนหลวง,2,2023-05-04,13.9,True
5415,ซากุระ0415,ญี่ปุ่น,บางกะปิ,2,2022-04-04,6.4,True
5416,เจ๊0416,ก๋วยเตี๋ยว,คลองเตย,3,2022-03-06,17.0,False
5417,ครัว0417,ตามสั่ง,บางกะปิ,2,2023-06-09,17.1,True
5418,เจดี0418,อาหารเจ,ลาดพร้าว,2,2022-05-11,8.9,True
5419,เบอร์เกอร์0419,ฟาสต์ฟู้ด,บางรัก,2,2023-02-21,7.3,False
5420,ซากุระ0420,ญี่ปุ่น,บางกะปิ,1,2023-12-12,8.2,True
5421,เจดี0421,อาหารเจ,บางรัก,2,2023-01-26,5.5,False
5422,เจดี0422,อาหารเจ,คลองเตย,1,2022-12-11,6.7,False
5423,ครัว0423,ตามสั่ง,ห้วยขวาง,2,2022-10-29,6.5,True
5424,ร้านพี่0424,กะเพรา,ลาดพร้าว,2,2023-07-20,13.1,True
5425,ชาไทย0425,ชานม และขนม,สาทร,1,2022-04-20,8.9,False
5426,ชาไทย0426,ชานม และขนม,พญาไท,2,2024-03-16,7.9,False
5427,คาเฟ่0427,กาแฟ,วัฒนา,2,2023-07-12,6.6,True
5428,ร้านพี่0428,กะเพรา,จตุจักร,1,2024-02-04,8.4,True
5429,เจ๊0429,ก๋วยเตี๋ยว,บางนา,1,2023-01-15,10.9,True
5430,ร้านพี่0430,กะเพรา,บางรัก,1,2024-03-10,7.4,False
5431,ซากุระ0431,ญี่ปุ่น,บางรัก,1,2022-02-21,13.4,False
5432,ร้านพี่0432,กะเพรา,คลองเตย,2,2024-02-21,8.5,False
5433,โซล0433,เกาหลี,บางนา,1,2023-08-01,6.8,True
5434,เบอร์เกอร์0434,ฟาสต์ฟู้ด,สาทร,1,2023-07-28,6.4,False
5435,ส้มตำ0435,อีสาน,จตุจักร,1,2023-01-03,6.7,True
5436,ร้านพี่0436,กะเพรา,วัฒนา,1,2023-02-13,5.8,True
5437,ส้มตำ0437,อีสาน,จตุจักร,1,2022-12-14,8.7,True
5438,โซล0438,เกาหลี,บางนา,3,2023-05-01,9.9,True
5439,เจดี0439,อาหารเจ,บางกะปิ,2,2022-11-27,7.8,True
5440,ครัว0440,ตามสั่ง,จตุจักร,2,2023-09-17,14.1,True
5441,ครัว0441,ตามสั่ง,ลาดพร้าว,2,2022-04-19,5.7,True
5442,ชาบู0442,สุกี้ และชาบู,สาทร,1,2023-01-22,9.6,True
5443,ซากุระ0443,ญี่ปุ่น,ดินแดง,2,2023-11-07,5.2,True
5444,ชาบู0444,สุกี้ และชาบู,ห้วยขวาง,1,2024-06-05,8.7,True
5445,ครัว0445,ตามสั่ง,พญาไท,1,2022-11-08,11.4,True
5446,ซากุระ0446,ญี่ปุ่น,คลองเตย,1,2022-11-25,12.0,True
5447,ซากุระ0447,ญี่ปุ่น,ดินแดง,3,2023-03-25,10.7,True
5448,คาเฟ่0448,กาแฟ,บางรัก,2,2023-07-24,9.1,True
5449,ครัว0449,ตามสั่ง,วัฒนา,2,2022-03-12,9.8,True
5450,เจ๊0450,ก๋วยเตี๋ยว,ห้วยขวาง,2,2023-11-08,8.3,True
5451,เจ๊0451,ก๋วยเตี๋ยว,บางนา,1,2023-08-31,9.4,True
5452,ซากุระ0452,ญี่ปุ่น,พญาไท,3,2024-01-05,10.3,False
5453,ครัว0453,ตามสั่ง,บางรัก,3,2023-04-21,14.2,False
5454,ครัว0454,ตามสั่ง,ห้วยขวาง,3,2024-04-06,8.1,True
5455,เจ๊0455,ก๋วยเตี๋ยว,สาทร,1,2022-12-26,10.5,False
5456,เจดี0456,อาหารเจ,คลองเตย,2,2024-06-15,7.8,False
5457,เจดี0457,อาหารเจ,จตุจักร,1,2022-10-26,10.7,True
5458,เจ๊0458,ก๋วยเตี๋ยว,ลาดพร้าว,2,2024-03-08,12.1,True
5459,เบอร์เกอร์0459,ฟาสต์ฟู้ด,ดินแดง,2,2024-03-10,8.3,True
5460,ย่างเนย0460,ปิ้งย่าง,บางรัก,3,2024-04-16,17.2,False
5461,ส้มตำ0461,อีสาน,จตุจักร,2,2023-02-26,13.8,True
5462,ร้านพี่0462,กะเพรา,พญาไท,2,2024-03-06,16.7,False
5463,เจดี0463,อาหารเจ,สวนหลวง,1,2023-03-09,8.7,True
5464,ย่างเนย0464,ปิ้งย่าง,ลาดพร้าว,2,2023-10-16,4.1,True
5465,เจ๊0465,ก๋วยเตี๋ยว,พญาไท,2,2024-05-28,8.1,True
5466,ส้มตำ0466,อีสาน,ห้วยขวาง,1,2024-06-14,10.3,True
5467,ครัว0467,ตามสั่ง,ลาดพร้าว,2,2022-03-17,4.4,True
5468,เจ๊0468,ก๋วยเตี๋ยว,ดินแดง,2,2023-03-11,12.5,True
5469,ครัว0469,ตามสั่ง,สวนหลวง,1,2022-04-25,12.3,True
5470,เบอร์เกอร์0470,ฟาสต์ฟู้ด,ลาดพร้าว,2,2022-02-23,6.7,True
5471,เจ๊0471,ก๋วยเตี๋ยว,สาทร,2,2023-12-29,14.0,False
5472,ซากุระ0472,ญี่ปุ่น,ห้วยขวาง,1,2023-07-18,8.3,True
5473,ย่างเนย0473,ปิ้งย่าง,สาทร,1,2023-11-23,7.7,True
5474,ซากุระ0474,ญี่ปุ่น,วัฒนา,2,2023-10-03,8.7,True
5475,ซากุระ0475,ญี่ปุ่น,บางกะปิ,2,2024-01-16,10.4,True
5476,ซากุระ0476,ญี่ปุ่น,บางรัก,1,2023-11-05,8.9,False
5477,เจ๊0477,ก๋วยเตี๋ยว,บางรัก,2,2024-05-08,9.4,True
5478,เบอร์เกอร์0478,ฟาสต์ฟู้ด,ห้วยขวาง,1,2022-07-16,10.5,True
5479,ชาบู0479,สุกี้ และชาบู,วัฒนา,2,2024-02-03,11.7,True
5480,ครัว0480,ตามสั่ง,วัฒนา,2,2024-06-19,8.9,True
5481,ร้านพี่0481,กะเพรา,ดินแดง,1,2022-07-05,9.9,True
5482,ร้านพี่0482,กะเพรา,บางรัก,3,2024-01-19,8.1,True
5483,เจ๊0483,ก๋วยเตี๋ยว,ห้วยขวาง,2,2022-08-03,12.6,True
5484,ซากุระ0484,ญี่ปุ่น,ดินแดง,2,2023-09-03,8.1,True
5485,ครัว0485,ตามสั่ง,สาทร,2,2024-02-27,8.5,False
5486,ร้านพี่0486,กะเพรา,ลาดพร้าว,1,2024-06-02,6.4,True
5487,โซล0487,เกาหลี,ลาดพร้าว,2,2022-10-15,9.3,True
5488,เจดี0488,อาหารเจ,สวนหลวง,2,2024-04-21,12.2,True
5489,ครัว0489,ตามสั่ง,จตุจักร,3,2023-07-01,7.7,True
5490,ชาบู0490,สุกี้ และชาบู,สาทร,2,2024-01-15,7.5,False
5491,ย่างเนย0491,ปิ้งย่าง,สาทร,1,2022-04-08,8.0,False
5492,เจดี0492,อาหารเจ,วัฒนา,2,2023-09-25,8.9,True
5493,ครัว0493,ตามสั่ง,ลาดพร้าว,1,2022-09-29,9.3,True
5494,เจดี0494,อาหารเจ,บางนา,3,2022-11-09,10.8,True
5495,ร้านพี่0495,กะเพรา,ลาดพร้าว,3,2023-06-19,8.5,True
5496,ส้มตำ0496,อีสาน,บางนา,1,2022-06-03,7.7,True
5497,ส้มตำ0497,อีสาน,บางกะปิ,1,2024-02-07,18.6,True
5498,เจ๊0498,ก๋วยเตี๋ยว,ห้วยขวาง,1,2022-11-17,7.8,True
5499,โซล0499,เกาหลี,บางกะปิ,2,2023-07-02,8.7,True
5500,ครัว0500,ตามสั่ง,ห้วยขวาง,2,2022-07-19,10.4,True
5501,ชาไทย0501,ชานม และขนม,จตุจักร,2,2022-10-23,9.2,True
5502,เจ๊0502,ก๋วยเตี๋ยว,บางรัก,1,2024-01-12,9.2,False
5503,ส้มตำ0503,อีสาน,บางรัก,2,2022-04-28,6.9,True
5504,ชาไทย0504,ชานม และขนม,ลาดพร้าว,3,2024-04-19,8.3,True
5505,ร้านพี่0505,กะเพรา,สวนหลวง,2,2023-04-29,10.7,True
5506,ซากุระ0506,ญี่ปุ่น,ลาดพร้าว,3,2024-04-11,5.3,True
5507,ชาบู0507,สุกี้ และชาบู,ห้วยขวาง,2,2022-10-23,13.1,True
5508,ซากุระ0508,ญี่ปุ่น,บางนา,2,2023-01-15,6.1,True
5509,เจ๊0509,ก๋วยเตี๋ยว,จตุจักร,3,2022-12-19,11.3,True
5510,โซล0510,เกาหลี,บางนา,2,2023-04-01,12.3,True
5511,ซากุระ0511,ญี่ปุ่น,สาทร,2,2024-03-11,12.9,False
5512,คาเฟ่0512,กาแฟ,ลาดพร้าว,1,2022-08-20,10.2,True
5513,เบอร์เกอร์0513,ฟาสต์ฟู้ด,จตุจักร,2,2022-11-01,10.4,True
5514,ซากุระ0514,ญี่ปุ่น,บางนา,2,2023-02-17,15.9,True
5515,คาเฟ่0515,กาแฟ,บางนา,3,2023-03-24,7.5,True
5516,ครัว0516,ตามสั่ง,บางกะปิ,1,2023-04-27,14.2,True
5517,เบอร์เกอร์0517,ฟาสต์ฟู้ด,สาทร,1,2023-08-14,9.6,False
5518,ชาไทย0518,ชานม และขนม,ห้วยขวาง,3,2022-07-07,6.8,True
5519,ซากุระ0519,ญี่ปุ่น,คลองเตย,1,2023-01-18,14.8,False
5520,ย่างเนย0520,ปิ้งย่าง,ลาดพร้าว,1,2022-10-02,14.2,True
5521,เจดี0521,อาหารเจ,บางนา,2,2023-05-22,9.2,True
5522,ชาบู0522,สุกี้ และชาบู,สาทร,3,2024-02-20,8.7,False
5523,ครัว0523,ตามสั่ง,จตุจักร,2,2023-04-10,18.2,True
5524,เจดี0524,อาหารเจ,จตุจักร,2,2022-03-31,11.5,True
5525,โซล0525,เกาหลี,คลองเตย,1,2022-02-16,7.4,False
5526,ครัว0526,ตามสั่ง,วัฒนา,1,2023-05-21,12.4,True
5527,ซากุระ0527,ญี่ปุ่น,บางรัก,1,2023-10-22,6.5,False
5528,ส้มตำ0528,อีสาน,คลองเตย,1,2022-04-23,9.8,True
5529,ครัว0529,ตามสั่ง,บางรัก,2,2023-11-12,8.7,False
5530,ย่างเนย0530,ปิ้งย่าง,ลาดพร้าว,1,2024-05-19,6.0,True
5531,ซากุระ0531,ญี่ปุ่น,ห้วยขวาง,3,2022-08-23,7.1,True
5532,ครัว0532,ตามสั่ง,คลองเตย,1,2022-04-25,7.7,False
5533,ชาไทย0533,ชานม และขนม,จตุจักร,1,2023-02-18,6.7,True
5534,ครัว0534,ตามสั่ง,สาทร,1,2024-06-19,10.6,False
5535,คาเฟ่0535,กาแฟ,บางรัก,3,2023-01-08,7.7,False
5536,ครัว0536,ตามสั่ง,บางนา,3,2022-10-12,13.3,True
5537,เจ๊0537,ก๋วยเตี๋ยว,คลองเตย,2,2024-01-31,7.5,True
5538,โซล0538,เกาหลี,ห้วยขวาง,3,2023-04-07,11.5,True
5539,ชาไทย0539,ชานม และขนม,บางนา,1,2024-06-03,5.0,True
5540,ซากุระ0540,ญี่ปุ่น,วัฒนา,3,2023-07-23,11.3,True
5541,ร้านพี่0541,กะเพรา,ห้วยขวาง,2,2023-03-10,10.2,True
5542,ซากุระ0542,ญี่ปุ่น,คลองเตย,2,2023-08-11,8.0,False
5543,ซากุระ0543,ญี่ปุ่น,สวนหลวง,3,2022-04-09,15.0,True
5544,ส้มตำ0544,อีสาน,พญาไท,3,2022-09-26,6.3,True
5545,โซล0545,เกาหลี,ลาดพร้าว,1,2022-11-18,8.0,True
5546,ครัว0546,ตามสั่ง,สวนหลวง,1,2024-03-13,12.7,False
5547,ครัว0547,ตามสั่ง,บางรัก,1,2023-01-27,19.7,True
5548,ครัว0548,ตามสั่ง,สาทร,3,2024-01-07,8.5,True
5549,ซากุระ0549,ญี่ปุ่น,วัฒนา,2,2024-01-22,9.3,True
5550,ส้มตำ0550,อีสาน,สวนหลวง,3,2024-05-08,12.6,True
5551,ส้มตำ0551,อีสาน,บางรัก,1,2024-04-12,11.9,False
5552,ซากุระ0552,ญี่ปุ่น,วัฒนา,3,2022-02-27,10.2,True
5553,ชาไทย0553,ชานม และขนม,บางกะปิ,1,2023-07-17,7.3,True
5554,คาเฟ่0554,กาแฟ,บางรัก,1,2022-09-30,8.8,False
5555,ครัว0555,ตามสั่ง,สวนหลวง,2,2023-11-22,12.3,True
5556,ครัว0556,ตามสั่ง,จตุจักร,3,2022-07-27,10.0,True
5557,คาเฟ่0557,กาแฟ,ดินแดง,2,2022-11-29,9.6,True
5558,ซากุระ0558,ญี่ปุ่น,พญาไท,1,2022-06-12,8.4,False
5559,เจ๊0559,ก๋วยเตี๋ยว,ห้วยขวาง,1,2024-03-19,14.3,True
5560,ซากุระ0560,ญี่ปุ่น,ลาดพร้าว,2,2023-07-08,7.4,True
5561,ซากุระ0561,ญี่ปุ่น,บางนา,2,2022-09-02,12.9,True
5562,ซากุระ0562,ญี่ปุ่น,บางนา,2,2023-10-29,8.9,True
5563,ซากุระ0563,ญี่ปุ่น,บางนา,1,2023-11-28,7.8,True
5564,เจ๊0564,ก๋วยเตี๋ยว,บางนา,3,2023-01-26,10.8,True
5565,ส้มตำ0565,อีสาน,พญาไท,1,2024-03-06,15.3,False
5566,ครัว0566,ตามสั่ง,ลาดพร้าว,2,2023-09-22,11.1,True
5567,โซล0567,เกาหลี,ลาดพร้าว,2,2024-06-06,15.3,True
5568,เจ๊0568,ก๋วยเตี๋ยว,สวนหลวง,2,2022-08-10,9.7,False
5569,ส้มตำ0569,อีสาน,พญาไท,1,2023-01-22,8.7,False
5570,เบอร์เกอร์0570,ฟาสต์ฟู้ด,ลาดพร้าว,1,2022-10-24,8.6,True
5571,ครัว0571,ตามสั่ง,บางนา,3,2024-06-19,7.0,True
5572,ครัว0572,ตามสั่ง,ห้วยขวาง,1,2023-08-17,9.5,True
5573,โซล0573,เกาหลี,จตุจักร,1,2024-03-03,18.0,True
5574,ครัว0574,ตามสั่ง,ดินแดง,1,2023-06-19,7.7,True
5575,ร้านพี่0575,กะเพรา,จตุจักร,1,2023-11-05,6.1,True
5576,เบอร์เกอร์0576,ฟาสต์ฟู้ด,สาทร,2,2022-03-10,8.8,False
5577,ครัว0577,ตามสั่ง,บางนา,1,2023-07-28,13.3,True
5578,โซล0578,เกาหลี,ดินแดง,2,2023-09-14,8.3,True
5579,ส้มตำ0579,อีสาน,ดินแดง,1,2024-05-25,5.2,True
5580,ร้านพี่0580,กะเพรา,วัฒนา,1,2024-06-22,9.9,True
5581,คาเฟ่0581,กาแฟ,บางรัก,2,2023-10-06,12.3,False
5582,ครัว0582,ตามสั่ง,บางรัก,3,2023-12-22,7.6,False
5583,ครัว0583,ตามสั่ง,ห้วยขวาง,2,2024-04-10,7.8,True
5584,เจ๊0584,ก๋วยเตี๋ยว,บางนา,2,2023-05-16,5.8,True
5585,ชาบู0585,สุกี้ และชาบู,สาทร,3,2022-08-18,9.1,False
5586,เจ๊0586,ก๋วยเตี๋ยว,ห้วยขวาง,2,2023-01-28,15.8,True
5587,ย่างเนย0587,ปิ้งย่าง,ห้วยขวาง,1,2023-05-22,14.6,True
5588,ชาไทย0588,ชานม และขนม,ลาดพร้าว,2,2022-08-23,8.9,True
5589,โซล0589,เกาหลี,บางนา,1,2023-07-30,9.4,True
5590,ร้านพี่0590,กะเพรา,วัฒนา,3,2024-03-27,9.8,True
5591,เจ๊0591,ก๋วยเตี๋ยว,จตุจักร,3,2023-04-07,8.7,True
5592,ส้มตำ0592,อีสาน,วัฒนา,2,2022-05-06,12.4,True
5593,ชาไทย0593,ชานม และขนม,วัฒนา,2,2024-06-14,13.3,True
5594,เบอร์เกอร์0594,ฟาสต์ฟู้ด,พญาไท,1,2022-11-15,12.7,False
5595,คาเฟ่0595,กาแฟ,บางนา,1,2023-10-16,11.3,True
5596,เบอร์เกอร์0596,ฟาสต์ฟู้ด,ห้วยขวาง,1,2022-10-01,8.4,True
5597,เจ๊0597,ก๋วยเตี๋ยว,ดินแดง,2,2023-02-18,11.4,True
5598,ชาไทย0598,ชานม และขนม,วัฒนา,1,2022-07-07,7.2,True
5599,ครัว0599,ตามสั่ง,ลาดพร้าว,1,2023-03-28,13.0,True
5600,คาเฟ่0600,กาแฟ,บางนา,2,2023-05-17,16.2,True
5601,คาเฟ่0601,กาแฟ,บางนา,2,2024-02-02,5.3,True
5602,ครัว0602,ตามสั่ง,วัฒนา,2,2022-08-08,10.8,True
5603,ชาไทย0603,ชานม และขนม,จตุจักร,1,2024-03-22,7.7,True
5604,เจดี0604,อาหารเจ,วัฒนา,2,2023-03-19,6.9,True
5605,โซล0605,เกาหลี,ลาดพร้าว,1,2024-05-20,5.7,True
5606,ครัว0606,ตามสั่ง,บางนา,2,2023-10-14,10.6,True
5607,ครัว0607,ตามสั่ง,บางนา,3,2024-06-02,12.2,True
5608,ครัว0608,ตามสั่ง,บางรัก,1,2023-01-25,9.5,False
5609,เจ๊0609,ก๋วยเตี๋ยว,บางนา,2,2024-05-05,9.9,True
5610,ครัว0610,ตามสั่ง,ลาดพร้าว,3,2022-12-01,13.7,True
5611,ชาบู0611,สุกี้ และชาบู,วัฒนา,2,2023-10-21,9.6,True
5612,ร้านพี่0612,กะเพรา,ลาดพร้าว,1,2022-06-25,7.2,True
5613,ร้านพี่0613,กะเพรา,ห้วยขวาง,1,2022-11-04,11.2,True
5614,คาเฟ่0614,กาแฟ,บางกะปิ,2,2023-10-15,10.6,True
5615,เบอร์เกอร์0615,ฟาสต์ฟู้ด,สาทร,2,2023-02-24,7.0,False
5616,ครัว0616,ตามสั่ง,บางกะปิ,1,2022-05-18,8.2,True
5617,ร้านพี่0617,กะเพรา,พญาไท,3,2022-08-23,13.2,False
5618,ส้มตำ0618,อีสาน,บางนา,1,2023-08-09,8.2,True
5619,ร้านพี่0619,กะเพรา,ลาดพร้าว,1,2022-04-25,16.4,True
5620,ครัว0620,ตามสั่ง,พญาไท,1,2023-09-02,7.0,False
5621,ครัว0621,ตามสั่ง,ดินแดง,2,2023-08-17,9.0,True
5622,ครัว0622,ตามสั่ง,คลองเตย,1,2022-07-02,8.5,False
5623,ครัว0623,ตามสั่ง,จตุจักร,1,2022-02-16,5.1,True
5624,ซากุระ0624,ญี่ปุ่น,บางรัก,3,2024-01-21,8.7,False
5625,ชาบู0625,สุกี้ และชาบู,บางนา,1,2023-06-24,10.7,True
5626,ชาไทย0626,ชานม และขนม,จตุจักร,2,2023-12-23,7.3,True
5627,โซล0627,เกาหลี,บางกะปิ,2,2022-05-16,12.5,True
5628,ร้านพี่0628,กะเพรา,ห้วยขวาง,3,2023-01-25,11.3,True
5629,ชาไทย0629,ชานม และขนม,วัฒนา,1,2024-02-25,7.3,True
5630,เบอร์เกอร์0630,ฟาสต์ฟู้ด,วัฒนา,1,2022-09-20,7.9,True
5631,ชาบู0631,สุกี้ และชาบู,ดินแดง,3,2023-07-10,9.8,False
5632,เบอร์เกอร์0632,ฟาสต์ฟู้ด,ห้วยขวาง,2,2022-03-02,12.1,True
5633,ชาบู0633,สุกี้ และชาบู,คลองเตย,2,2024-06-03,5.9,False
5634,ครัว0634,ตามสั่ง,ลาดพร้าว,3,2022-05-20,9.6,True
5635,เจดี0635,อาหารเจ,ห้วยขวาง,2,2022-03-16,10.2,True
5636,โซล0636,เกาหลี,ลาดพร้าว,2,2023-11-19,8.9,True
5637,ร้านพี่0637,กะเพรา,บางนา,1,2023-09-08,10.7,True
5638,ซากุระ0638,ญี่ปุ่น,วัฒนา,3,2024-01-06,15.4,True
5639,ซากุระ0639,ญี่ปุ่น,ห้วยขวาง,1,2022-04-01,8.3,True
