rider_id,vehicle_type,zone,join_date,rating
20891,มอเตอร์ไซค์,ลาดพร้าว,2024-03-26,4.82
20892,มอเตอร์ไซค์,จตุจักร,2023-10-20,4.27
20893,มอเตอร์ไซค์,วัฒนา,2022-09-06,4.47
20894,มอเตอร์ไซค์,บางนา,2024-01-10,4.62
20895,มอเตอร์ไซค์,บางกะปิ,2022-10-31,4.49
20896,มอเตอร์ไซค์,พญาไท,2023-10-17,4.07
20897,จักรยาน,จตุจักร,2023-07-02,4.39
20898,มอเตอร์ไซค์,วัฒนา,2023-02-13,4.8
20899,มอเตอร์ไซค์,วัฒนา,2024-05-10,4.37
20900,มอเตอร์ไซค์,ห้วยขวาง,2023-04-11,4.82
20901,มอเตอร์ไซค์,บางนา,2023-02-18,4.26
20902,จักรยาน,จตุจักร,2023-11-13,4.54
20903,มอเตอร์ไซค์,สาทร,2023-02-14,3.43
20904,มอเตอร์ไซค์,ลาดพร้าว,2023-07-19,4.28
20905,มอเตอร์ไซค์,สวนหลวง,2023-08-19,4.04
20906,มอเตอร์ไซค์,ดินแดง,2023-03-21,3.97
20907,มอเตอร์ไซค์,ห้วยขวาง,2022-12-01,3.79
20908,มอเตอร์ไซค์,ลาดพร้าว,2024-01-31,4.71
20909,มอเตอร์ไซค์,บางกะปิ,2024-01-24,4.13
20910,มอเตอร์ไซค์,สาทร,2024-06-06,4.76
20911,มอเตอร์ไซค์,ลาดพร้าว,2024-01-21,3.93
20912,มอเตอร์ไซค์,ห้วยขวาง,2022-09-19,4.53
20913,มอเตอร์ไซค์,บางนา,2022-08-03,4.99
20914,มอเตอร์ไซค์,ห้วยขวาง,2023-04-11,3.87
20915,มอเตอร์ไซค์,คลองเตย,2022-06-04,4.77
20916,มอเตอร์ไซค์,ห้วยขวาง,2023-05-27,3.36
20917,มอเตอร์ไซค์,สาทร,2022-08-16,4.1
20918,มอเตอร์ไซค์,บางกะปิ,2023-04-07,4.57
20919,มอเตอร์ไซค์,วัฒนา,2024-02-21,4.88
20920,มอเตอร์ไซค์,ลาดพร้าว,2024-01-09,4.66
20921,มอเตอร์ไซค์,บางกะปิ,2024-06-26,4.29
20922,มอเตอร์ไซค์,ห้วยขวาง,2022-10-01,4.28
20923,มอเตอร์ไซค์,สาทร,2023-12-10,4.3
20924,มอเตอร์ไซค์,วัฒนา,2024-01-15,4.11
20925,มอเตอร์ไซค์,จตุจักร,2024-07-27,4.4
20926,มอเตอร์ไซค์,บางรัก,2023-03-21,3.97
20927,มอเตอร์ไซค์,บางกะปิ,2022-09-17,4.66
20928,จักรยาน,ลาดพร้าว,2024-02-12,4.19
20929,จักรยาน,สวนหลวง,2023-05-11,4.3
20930,มอเตอร์ไซค์,บางรัก,2023-09-17,4.41
20931,มอเตอร์ไซค์,บางกะปิ,2023-10-23,3.44
20932,จักรยาน,ลาดพร้าว,2023-07-02,4.79
20933,มอเตอร์ไซค์,จตุจักร,2023-08-27,5.0
20934,มอเตอร์ไซค์,จตุจักร,2023-03-10,3.87
20935,มอเตอร์ไซค์,ลาดพร้าว,2023-04-14,4.65
20936,มอเตอร์ไซค์,ลาดพร้าว,2023-02-25,3.81
20937,มอเตอร์ไซค์,บางกะปิ,2022-08-12,4.63
20938,มอเตอร์ไซค์,จตุจักร,2023-02-09,4.59
20939,มอเตอร์ไซค์,วัฒนา,2023-05-19,4.56
20940,มอเตอร์ไซค์,บางกะปิ,2024-07-06,4.07
20941,มอเตอร์ไซค์,บางนา,2023-03-20,4.35
20942,มอเตอร์ไซค์,จตุจักร,2023-11-17,4.52
20943,มอเตอร์ไซค์,พญาไท,2024-05-25,4.5
20944,มอเตอร์ไซค์,ลาดพร้าว,2023-02-18,5.0
20945,มอเตอร์ไซค์,บางกะปิ,2023-08-28,3.81
20946,มอเตอร์ไซค์,พญาไท,2023-09-21,4.32
20947,มอเตอร์ไซค์,จตุจักร,2023-08-16,3.8
20948,มอเตอร์ไซค์,สาทร,2023-04-15,4.52
20949,มอเตอร์ไซค์,จตุจักร,2023-07-12,3.57
20950,มอเตอร์ไซค์,จตุจักร,2022-08-22,4.13
20951,มอเตอร์ไซค์,ลาดพร้าว,2023-09-02,4.39
20952,มอเตอร์ไซค์,ห้วยขวาง,2023-04-04,4.1
20953,มอเตอร์ไซค์,ดินแดง,2022-07-26,4.41
20954,มอเตอร์ไซค์,วัฒนา,2023-01-19,4.04
20955,มอเตอร์ไซค์,ลาดพร้าว,2023-10-29,4.05
20956,จักรยาน,บางกะปิ,2024-03-10,4.12
20957,มอเตอร์ไซค์,ห้วยขวาง,2022-08-04,3.77
20958,มอเตอร์ไซค์,ห้วยขวาง,2023-12-06,4.9
20959,มอเตอร์ไซค์,ลาดพร้าว,2023-05-09,4.57
20960,รถยนต์,บางนา,2022-06-20,3.86
20961,มอเตอร์ไซค์,ลาดพร้าว,2022-06-12,4.08
20962,มอเตอร์ไซค์,บางรัก,2023-11-26,3.83
20963,มอเตอร์ไซค์,บางนา,2022-07-17,4.68
20964,มอเตอร์ไซค์,จตุจักร,2023-06-02,4.6
20965,มอเตอร์ไซค์,สวนหลวง,2023-01-15,4.22
20966,มอเตอร์ไซค์,บางนา,2023-08-10,4.45
20967,มอเตอร์ไซค์,ห้วยขวาง,2022-07-14,4.49
20968,มอเตอร์ไซค์,สาทร,2023-07-18,5.0
20969,มอเตอร์ไซค์,สาทร,2022-05-26,4.27
20970,มอเตอร์ไซค์,บางนา,2022-09-08,5.0
20971,จักรยาน,สวนหลวง,2023-01-01,4.51
20972,มอเตอร์ไซค์,สาทร,2023-06-01,4.4
20973,มอเตอร์ไซค์,วัฒนา,2023-11-19,4.56
20974,จักรยาน,ดินแดง,2022-07-09,3.64
20975,มอเตอร์ไซค์,คลองเตย,2024-03-28,3.74
20976,มอเตอร์ไซค์,ลาดพร้าว,2023-06-30,4.38
20977,มอเตอร์ไซค์,ห้วยขวาง,2022-08-04,4.33
20978,มอเตอร์ไซค์,บางนา,2024-02-14,4.01
20979,มอเตอร์ไซค์,จตุจักร,2023-05-18,4.05
20980,มอเตอร์ไซค์,ลาดพร้าว,2022-10-25,4.61
20981,มอเตอร์ไซค์,ห้วยขวาง,2024-07-17,3.93
20982,มอเตอร์ไซค์,ลาดพร้าว,2023-04-08,4.39
20983,มอเตอร์ไซค์,คลองเตย,2023-01-28,4.45
20984,จักรยาน,ดินแดง,2023-04-05,4.26
20985,มอเตอร์ไซค์,จตุจักร,2023-06-24,3.98
20986,มอเตอร์ไซค์,บางกะปิ,2024-02-21,4.0
20987,มอเตอร์ไซค์,สวนหลวง,2023-07-08,4.55
20988,รถยนต์,สาทร,2024-01-20,5.0
20989,มอเตอร์ไซค์,วัฒนา,2023-09-25,4.42
20990,มอเตอร์ไซค์,ลาดพร้าว,2023-12-06,4.35
20991,มอเตอร์ไซค์,บางนา,2022-10-11,4.82
20992,จักรยาน,ห้วยขวาง,2022-07-02,4.42
20993,มอเตอร์ไซค์,บางนา,2023-09-24,4.28
20994,มอเตอร์ไซค์,ลาดพร้าว,2022-07-30,4.0
20995,มอเตอร์ไซค์,คลองเตย,2022-09-21,4.36
20996,มอเตอร์ไซค์,วัฒนา,2024-03-16,4.78
20997,มอเตอร์ไซค์,บางนา,2023-08-25,4.89
20998,มอเตอร์ไซค์,ห้วยขวาง,2023-03-04,3.7
20999,มอเตอร์ไซค์,คลองเตย,2023-01-06,4.27
21000,มอเตอร์ไซค์,ลาดพร้าว,2022-09-19,4.01
21001,มอเตอร์ไซค์,ลาดพร้าว,2023-02-23,4.35
21002,มอเตอร์ไซค์,ห้วยขวาง,2022-09-08,4.47
21003,มอเตอร์ไซค์,บางนา,2024-03-11,3.65
21004,มอเตอร์ไซค์,ลาดพร้าว,2023-03-07,4.69
21005,มอเตอร์ไซค์,จตุจักร,2024-03-14,3.85
21006,มอเตอร์ไซค์,ห้วยขวาง,2023-02-20,4.51
21007,มอเตอร์ไซค์,วัฒนา,2024-04-10,4.71
21008,มอเตอร์ไซค์,พญาไท,2024-04-21,4.43
21009,มอเตอร์ไซค์,สาทร,2023-04-19,4.42
21010,มอเตอร์ไซค์,บางรัก,2022-08-07,3.85
21011,มอเตอร์ไซค์,วัฒนา,2023-12-07,4.26
21012,มอเตอร์ไซค์,บางนา,2022-11-08,4.11
21013,มอเตอร์ไซค์,วัฒนา,2023-01-14,4.54
21014,มอเตอร์ไซค์,สาทร,2023-03-28,4.26
21015,มอเตอร์ไซค์,จตุจักร,2023-11-24,3.74
21016,มอเตอร์ไซค์,จตุจักร,2022-12-06,4.69
21017,มอเตอร์ไซค์,จตุจักร,2023-11-27,4.66
21018,มอเตอร์ไซค์,บางกะปิ,2024-01-20,4.09
21019,จักรยาน,ห้วยขวาง,2022-11-06,3.99
21020,มอเตอร์ไซค์,สวนหลวง,2022-06-10,4.75
21021,มอเตอร์ไซค์,บางกะปิ,2022-10-07,4.36
21022,มอเตอร์ไซค์,บางกะปิ,2022-07-20,4.17
21023,มอเตอร์ไซค์,บางกะปิ,2022-06-14,4.69
21024,มอเตอร์ไซค์,ห้วยขวาง,2023-09-17,4.17
21025,มอเตอร์ไซค์,บางรัก,2024-01-20,4.65
21026,มอเตอร์ไซค์,บางกะปิ,2022-11-03,4.21
21027,มอเตอร์ไซค์,ห้วยขวาง,2022-06-01,3.9
21028,รถยนต์,บางรัก,2022-08-28,4.12
21029,มอเตอร์ไซค์,สาทร,2023-06-30,4.48
21030,มอเตอร์ไซค์,จตุจักร,2023-04-05,3.86
21031,มอเตอร์ไซค์,ดินแดง,2022-11-16,4.91
21032,มอเตอร์ไซค์,บางนา,2024-05-16,4.89
21033,รถยนต์,บางรัก,2023-10-18,4.93
21034,จักรยาน,ลาดพร้าว,2024-05-10,4.63
21035,มอเตอร์ไซค์,บางนา,2022-11-26,4.77
21036,มอเตอร์ไซค์,ลาดพร้าว,2024-02-02,3.84
21037,มอเตอร์ไซค์,บางนา,2023-08-08,3.36
21038,มอเตอร์ไซค์,บางนา,2024-01-03,4.04
21039,มอเตอร์ไซค์,ห้วยขวาง,2024-05-09,4.03
21040,มอเตอร์ไซค์,บางรัก,2024-01-23,4.42
21041,มอเตอร์ไซค์,พญาไท,2023-12-20,4.06
21042,มอเตอร์ไซค์,ลาดพร้าว,2024-04-20,3.96
21043,มอเตอร์ไซค์,บางรัก,2024-01-10,4.64
21044,มอเตอร์ไซค์,บางรัก,2024-04-16,4.88
21045,มอเตอร์ไซค์,สาทร,2023-01-19,4.68
21046,มอเตอร์ไซค์,ลาดพร้าว,2022-06-04,4.25
21047,มอเตอร์ไซค์,ดินแดง,2024-07-23,4.82
21048,มอเตอร์ไซค์,วัฒนา,2023-09-20,4.53
21049,มอเตอร์ไซค์,บางนา,2022-12-02,4.04
21050,มอเตอร์ไซค์,บางนา,2023-01-23,3.92
21051,มอเตอร์ไซค์,วัฒนา,2022-09-16,4.28
21052,มอเตอร์ไซค์,สาทร,2022-05-31,4.33
21053,มอเตอร์ไซค์,บางรัก,2023-09-27,3.78
21054,มอเตอร์ไซค์,คลองเตย,2023-03-23,4.29
21055,มอเตอร์ไซค์,บางรัก,2023-10-18,3.66
21056,มอเตอร์ไซค์,สวนหลวง,2022-10-16,4.1
21057,มอเตอร์ไซค์,ลาดพร้าว,2022-08-31,4.29
21058,มอเตอร์ไซค์,ห้วยขวาง,2022-12-20,4.37
21059,มอเตอร์ไซค์,บางนา,2022-12-09,4.26
21060,มอเตอร์ไซค์,สวนหลวง,2022-09-22,4.08
21061,มอเตอร์ไซค์,สาทร,2023-08-27,4.14
21062,มอเตอร์ไซค์,วัฒนา,2022-07-11,4.19
21063,มอเตอร์ไซค์,ลาดพร้าว,2024-02-05,3.84
21064,รถยนต์,พญาไท,2023-10-16,4.87
21065,มอเตอร์ไซค์,สาทร,2023-07-07,4.71
21066,มอเตอร์ไซค์,บางกะปิ,2022-09-03,3.93
21067,รถยนต์,บางนา,2024-06-09,4.75
21068,มอเตอร์ไซค์,ห้วยขวาง,2024-05-27,3.99
21069,มอเตอร์ไซค์,วัฒนา,2022-09-28,4.18
21070,มอเตอร์ไซค์,คลองเตย,2023-08-27,4.06
21071,มอเตอร์ไซค์,บางรัก,2023-05-28,4.02
21072,มอเตอร์ไซค์,ลาดพร้าว,2022-08-07,3.99
21073,มอเตอร์ไซค์,ลาดพร้าว,2024-07-19,5.0
21074,มอเตอร์ไซค์,บางนา,2023-06-22,5.0
21075,มอเตอร์ไซค์,คลองเตย,2023-03-15,4.14
21076,มอเตอร์ไซค์,บางกะปิ,2022-08-14,3.76
21077,จักรยาน,ลาดพร้าว,2023-01-04,4.45
21078,มอเตอร์ไซค์,ลาดพร้าว,2022-08-17,4.57
21079,มอเตอร์ไซค์,บางรัก,2022-08-30,4.73
21080,มอเตอร์ไซค์,สาทร,2024-07-03,4.55
21081,มอเตอร์ไซค์,ห้วยขวาง,2023-11-07,4.66
21082,มอเตอร์ไซค์,บางนา,2023-06-08,5.0
21083,มอเตอร์ไซค์,บางนา,2024-07-25,4.26
21084,จักรยาน,คลองเตย,2023-02-06,4.88
21085,มอเตอร์ไซค์,ดินแดง,2024-05-27,4.66
21086,มอเตอร์ไซค์,ห้วยขวาง,2022-12-20,4.85
21087,มอเตอร์ไซค์,บางกะปิ,2023-01-13,4.46
21088,จักรยาน,สวนหลวง,2023-12-22,4.35
21089,มอเตอร์ไซค์,ห้วยขวาง,2023-10-30,4.84
21090,มอเตอร์ไซค์,บางรัก,2022-07-11,4.61
21091,รถยนต์,ห้วยขวาง,2024-03-13,4.07
21092,มอเตอร์ไซค์,ลาดพร้าว,2023-07-22,4.57
21093,มอเตอร์ไซค์,บางนา,2023-05-15,4.63
21094,จักรยาน,ลาดพร้าว,2022-07-21,4.28
21095,จักรยาน,ลาดพร้าว,2022-11-22,5.0
21096,มอเตอร์ไซค์,จตุจักร,2022-07-01,3.93
21097,มอเตอร์ไซค์,บางนา,2022-11-22,4.03
21098,มอเตอร์ไซค์,บางนา,2023-03-11,3.89
21099,มอเตอร์ไซค์,จตุจักร,2023-12-17,4.66
21100,มอเตอร์ไซค์,ห้วยขวาง,2022-11-03,4.55
21101,มอเตอร์ไซค์,ห้วยขวาง,2023-10-19,3.68
21102,มอเตอร์ไซค์,ลาดพร้าว,2024-01-30,3.64
21103,มอเตอร์ไซค์,สาทร,2023-09-16,4.57
21104,มอเตอร์ไซค์,ดินแดง,2024-02-19,4.15
21105,มอเตอร์ไซค์,บางนา,2023-10-15,4.25
21106,มอเตอร์ไซค์,ลาดพร้าว,2023-01-27,4.22
21107,มอเตอร์ไซค์,บางกะปิ,2022-07-07,4.64
21108,มอเตอร์ไซค์,ดินแดง,2023-06-07,5.0
21109,มอเตอร์ไซค์,บางรัก,2022-10-30,4.45
21110,มอเตอร์ไซค์,บางรัก,2024-07-09,4.27
21111,มอเตอร์ไซค์,จตุจักร,2023-11-28,4.6
21112,มอเตอร์ไซค์,ห้วยขวาง,2024-05-01,4.04
21113,มอเตอร์ไซค์,สวนหลวง,2023-02-24,4.02
21114,มอเตอร์ไซค์,พญาไท,2022-06-30,4.21
21115,จักรยาน,ห้วยขวาง,2023-11-15,4.7
21116,มอเตอร์ไซค์,พญาไท,2023-01-02,4.17
21117,มอเตอร์ไซค์,สวนหลวง,2024-05-04,4.41
21118,มอเตอร์ไซค์,สวนหลวง,2022-12-08,4.53
21119,มอเตอร์ไซค์,จตุจักร,2024-05-27,3.88
21120,มอเตอร์ไซค์,ห้วยขวาง,2023-03-21,3.82
21121,มอเตอร์ไซค์,วัฒนา,2024-02-04,4.64
21122,มอเตอร์ไซค์,สาทร,2022-06-12,4.7
21123,มอเตอร์ไซค์,สวนหลวง,2023-12-18,3.96
21124,มอเตอร์ไซค์,สาทร,2023-04-15,5.0
21125,มอเตอร์ไซค์,วัฒนา,2022-09-07,4.11
21126,มอเตอร์ไซค์,สาทร,2023-01-16,3.86
21127,รถยนต์,สาทร,2024-07-08,3.99
21128,มอเตอร์ไซค์,บางกะปิ,2022-08-20,3.45
21129,มอเตอร์ไซค์,ห้วยขวาง,2023-02-26,5.0
21130,มอเตอร์ไซค์,วัฒนา,2024-06-16,3.09
21131,มอเตอร์ไซค์,สาทร,2023-03-13,4.71
21132,มอเตอร์ไซค์,ห้วยขวาง,2022-08-14,4.85
21133,มอเตอร์ไซค์,ลาดพร้าว,2023-10-07,4.11
21134,มอเตอร์ไซค์,วัฒนา,2022-07-08,4.15
21135,มอเตอร์ไซค์,คลองเตย,2024-01-02,4.09
21136,มอเตอร์ไซค์,บางกะปิ,2023-08-04,4.19
21137,มอเตอร์ไซค์,สวนหลวง,2024-03-01,4.48
21138,มอเตอร์ไซค์,บางนา,2022-11-27,4.21
21139,มอเตอร์ไซค์,ลาดพร้าว,2022-08-28,4.62
21140,มอเตอร์ไซค์,ลาดพร้าว,2024-04-09,3.78
21141,มอเตอร์ไซค์,บางนา,2024-07-13,4.12
21142,มอเตอร์ไซค์,วัฒนา,2022-09-22,3.94
21143,มอเตอร์ไซค์,คลองเตย,2024-04-26,4.1
21144,มอเตอร์ไซค์,คลองเตย,2024-06-04,4.09
21145,มอเตอร์ไซค์,บางนา,2024-04-12,3.71
21146,มอเตอร์ไซค์,บางกะปิ,2024-06-30,4.59
21147,จักรยาน,สาทร,2022-08-23,4.79
21148,มอเตอร์ไซค์,บางนา,2024-05-13,4.4
21149,มอเตอร์ไซค์,จตุจักร,2023-07-15,4.14
21150,มอเตอร์ไซค์,บางนา,2024-06-26,4.69
21151,มอเตอร์ไซค์,สวนหลวง,2023-03-23,3.75
21152,จักรยาน,ห้วยขวาง,2023-12-27,3.27
21153,มอเตอร์ไซค์,ดินแดง,2023-09-30,4.28
21154,มอเตอร์ไซค์,คลองเตย,2023-12-23,4.77
21155,มอเตอร์ไซค์,บางรัก,2022-10-10,4.54
21156,มอเตอร์ไซค์,วัฒนา,2023-05-31,4.05
21157,จักรยาน,ลาดพร้าว,2024-01-21,4.82
21158,จักรยาน,ดินแดง,2022-12-09,4.73
21159,มอเตอร์ไซค์,บางนา,2024-06-05,4.57
21160,มอเตอร์ไซค์,ลาดพร้าว,2023-03-17,5.0
21161,มอเตอร์ไซค์,จตุจักร,2023-06-16,4.98
21162,มอเตอร์ไซค์,จตุจักร,2024-05-25,3.96
21163,รถยนต์,วัฒนา,2024-03-03,4.13
21164,มอเตอร์ไซค์,สาทร,2023-06-25,4.13
21165,มอเตอร์ไซค์,ลาดพร้าว,2023-08-18,4.12
21166,มอเตอร์ไซค์,สาทร,2022-07-08,4.23
21167,มอเตอร์ไซค์,ห้วยขวาง,2022-09-25,4.04
21168,มอเตอร์ไซค์,สาทร,2022-07-23,4.2
21169,มอเตอร์ไซค์,ดินแดง,2023-03-18,4.98
21170,มอเตอร์ไซค์,คลองเตย,2022-09-27,3.8
21171,มอเตอร์ไซค์,วัฒนา,2022-11-06,4.45
21172,มอเตอร์ไซค์,จตุจักร,2022-08-06,4.14
21173,มอเตอร์ไซค์,วัฒนา,2023-01-26,4.58
21174,มอเตอร์ไซค์,จตุจักร,2024-04-05,4.7
21175,มอเตอร์ไซค์,พญาไท,2023-02-09,4.07
21176,มอเตอร์ไซค์,บางนา,2024-07-24,3.91
21177,มอเตอร์ไซค์,สาทร,2022-10-21,4.01
21178,มอเตอร์ไซค์,สาทร,2024-06-07,3.78
21179,จักรยาน,บางนา,2023-04-26,4.05
21180,จักรยาน,ลาดพร้าว,2024-03-06,5.0
21181,มอเตอร์ไซค์,ห้วยขวาง,2023-07-30,4.39
21182,มอเตอร์ไซค์,ลาดพร้าว,2023-08-09,4.51
21183,มอเตอร์ไซค์,ห้วยขวาง,2023-05-14,4.26
21184,มอเตอร์ไซค์,สาทร,2022-09-01,4.41
21185,มอเตอร์ไซค์,ห้วยขวาง,2022-11-10,4.1
21186,มอเตอร์ไซค์,บางรัก,2023-09-06,5.0
21187,รถยนต์,ห้วยขวาง,2022-06-27,4.06
21188,จักรยาน,จตุจักร,2023-11-11,4.19
21189,มอเตอร์ไซค์,ห้วยขวาง,2024-01-11,3.99
21190,มอเตอร์ไซค์,ห้วยขวาง,2022-06-02,3.87
21191,มอเตอร์ไซค์,บางกะปิ,2023-02-17,4.18
21192,มอเตอร์ไซค์,พญาไท,2023-07-05,4.2
21193,มอเตอร์ไซค์,วัฒนา,2023-07-29,4.79
21194,มอเตอร์ไซค์,จตุจักร,2023-01-31,4.61
21195,รถยนต์,ดินแดง,2024-06-05,4.25
21196,มอเตอร์ไซค์,ลาดพร้าว,2023-12-22,4.13
21197,มอเตอร์ไซค์,บางรัก,2022-08-13,3.79
21198,มอเตอร์ไซค์,พญาไท,2023-05-28,4.78
21199,มอเตอร์ไซค์,บางนา,2024-07-26,4.18
21200,มอเตอร์ไซค์,บางกะปิ,2022-12-25,4.47
21201,มอเตอร์ไซค์,ห้วยขวาง,2024-01-19,4.12
21202,มอเตอร์ไซค์,ลาดพร้าว,2024-05-12,4.58
21203,มอเตอร์ไซค์,จตุจักร,2024-02-03,4.07
21204,มอเตอร์ไซค์,บางนา,2024-07-11,4.88
21205,มอเตอร์ไซค์,ห้วยขวาง,2022-11-17,4.59
21206,มอเตอร์ไซค์,สวนหลวง,2023-02-28,4.45
21207,มอเตอร์ไซค์,บางนา,2023-07-17,3.57
21208,มอเตอร์ไซค์,พญาไท,2023-10-26,4.05
21209,มอเตอร์ไซค์,พญาไท,2024-03-23,4.02
21210,มอเตอร์ไซค์,บางกะปิ,2024-06-20,3.52
21211,มอเตอร์ไซค์,วัฒนา,2022-10-05,4.12
21212,มอเตอร์ไซค์,สวนหลวง,2022-10-24,3.89
21213,มอเตอร์ไซค์,พญาไท,2022-07-03,3.03
21214,มอเตอร์ไซค์,สาทร,2023-12-03,4.77
21215,มอเตอร์ไซค์,คลองเตย,2023-01-20,4.17
21216,มอเตอร์ไซค์,ลาดพร้าว,2024-04-07,4.97
21217,มอเตอร์ไซค์,สาทร,2022-07-16,4.02
21218,มอเตอร์ไซค์,พญาไท,2023-08-27,4.64
21219,จักรยาน,วัฒนา,2024-03-22,5.0
21220,มอเตอร์ไซค์,บางรัก,2024-07-02,4.35
21221,มอเตอร์ไซค์,บางรัก,2023-07-19,4.88
21222,มอเตอร์ไซค์,ดินแดง,2023-10-24,4.61
21223,มอเตอร์ไซค์,ห้วยขวาง,2023-10-13,4.27
21224,มอเตอร์ไซค์,บางรัก,2022-06-13,4.82
21225,มอเตอร์ไซค์,บางนา,2023-01-29,4.07
21226,มอเตอร์ไซค์,บางกะปิ,2022-08-27,4.33
21227,มอเตอร์ไซค์,ดินแดง,2024-04-28,4.13
21228,มอเตอร์ไซค์,สวนหลวง,2024-06-07,4.37
21229,จักรยาน,วัฒนา,2023-03-09,4.22
21230,มอเตอร์ไซค์,จตุจักร,2023-04-20,4.48
21231,มอเตอร์ไซค์,คลองเตย,2023-08-10,4.1
21232,มอเตอร์ไซค์,ลาดพร้าว,2022-12-08,3.86
21233,มอเตอร์ไซค์,จตุจักร,2022-11-29,4.41
21234,มอเตอร์ไซค์,บางกะปิ,2022-06-12,4.25
21235,มอเตอร์ไซค์,วัฒนา,2022-12-16,5.0
21236,มอเตอร์ไซค์,คลองเตย,2023-04-04,4.45
21237,มอเตอร์ไซค์,บางกะปิ,2024-01-07,4.4
21238,มอเตอร์ไซค์,ห้วยขวาง,2024-02-27,4.1
21239,มอเตอร์ไซค์,ลาดพร้าว,2023-04-03,4.12
21240,มอเตอร์ไซค์,สาทร,2023-02-28,4.64
21241,มอเตอร์ไซค์,บางกะปิ,2024-05-06,3.82
21242,จักรยาน,ลาดพร้าว,2024-05-08,4.72
21243,มอเตอร์ไซค์,ลาดพร้าว,2023-04-06,4.08
21244,มอเตอร์ไซค์,ห้วยขวาง,2023-08-23,4.96
21245,รถยนต์,สาทร,2023-06-17,3.92
21246,มอเตอร์ไซค์,ลาดพร้าว,2023-10-30,4.06
21247,จักรยาน,ห้วยขวาง,2022-12-08,4.52
21248,มอเตอร์ไซค์,สาทร,2023-10-31,4.75
21249,จักรยาน,ลาดพร้าว,2024-02-15,3.65
21250,มอเตอร์ไซค์,บางกะปิ,2022-11-07,4.38
21251,จักรยาน,บางรัก,2023-07-10,4.18
21252,มอเตอร์ไซค์,บางนา,2024-03-30,3.99
21253,มอเตอร์ไซค์,ลาดพร้าว,2024-03-13,4.62
21254,มอเตอร์ไซค์,สาทร,2024-01-14,3.8
21255,มอเตอร์ไซค์,พญาไท,2024-01-02,4.42
21256,มอเตอร์ไซค์,ลาดพร้าว,2022-10-30,4.74
21257,มอเตอร์ไซค์,ลาดพร้าว,2022-06-03,3.96
21258,มอเตอร์ไซค์,บางกะปิ,2022-05-26,4.54
21259,มอเตอร์ไซค์,จตุจักร,2023-11-20,4.51
21260,รถยนต์,ห้วยขวาง,2024-01-17,5.0
21261,มอเตอร์ไซค์,บางนา,2023-07-02,4.87
21262,มอเตอร์ไซค์,บางกะปิ,2023-11-30,4.61
21263,มอเตอร์ไซค์,บางรัก,2023-04-03,4.32
21264,มอเตอร์ไซค์,ลาดพร้าว,2023-09-17,4.63
21265,จักรยาน,บางนา,2023-04-01,4.85
21266,มอเตอร์ไซค์,บางนา,2023-02-03,4.17
21267,มอเตอร์ไซค์,ลาดพร้าว,2024-07-07,4.47
21268,มอเตอร์ไซค์,ลาดพร้าว,2023-11-19,4.29
21269,มอเตอร์ไซค์,จตุจักร,2024-05-13,4.15
21270,มอเตอร์ไซค์,บางกะปิ,2024-01-11,4.57
21271,มอเตอร์ไซค์,ลาดพร้าว,2024-07-16,4.73
21272,มอเตอร์ไซค์,ลาดพร้าว,2022-08-12,3.8
21273,มอเตอร์ไซค์,บางกะปิ,2023-12-11,4.84
21274,มอเตอร์ไซค์,บางนา,2022-11-09,4.5
21275,มอเตอร์ไซค์,วัฒนา,2022-11-06,5.0
21276,จักรยาน,บางนา,2022-06-26,4.79
21277,มอเตอร์ไซค์,คลองเตย,2023-04-03,4.4
21278,มอเตอร์ไซค์,บางนา,2023-02-14,3.94
21279,มอเตอร์ไซค์,บางนา,2023-12-21,3.99
21280,รถยนต์,ดินแดง,2023-09-04,4.76
21281,มอเตอร์ไซค์,พญาไท,2024-01-15,4.29
21282,มอเตอร์ไซค์,บางรัก,2023-07-14,3.78
21283,มอเตอร์ไซค์,ลาดพร้าว,2022-09-25,4.6
21284,มอเตอร์ไซค์,วัฒนา,2024-02-10,3.93
21285,จักรยาน,จตุจักร,2024-01-19,4.5
21286,มอเตอร์ไซค์,ห้วยขวาง,2023-05-31,4.42
21287,มอเตอร์ไซค์,วัฒนา,2022-10-12,4.39
21288,มอเตอร์ไซค์,บางกะปิ,2024-05-07,3.97
21289,มอเตอร์ไซค์,ดินแดง,2023-03-14,4.36
21290,มอเตอร์ไซค์,คลองเตย,2023-08-12,4.32
21291,มอเตอร์ไซค์,ห้วยขวาง,2023-01-15,4.48
21292,มอเตอร์ไซค์,ลาดพร้าว,2023-10-30,4.05
21293,มอเตอร์ไซค์,ห้วยขวาง,2023-08-12,4.61
21294,มอเตอร์ไซค์,วัฒนา,2023-09-04,3.86
21295,จักรยาน,จตุจักร,2024-04-21,4.7
21296,มอเตอร์ไซค์,สาทร,2023-01-24,3.81
21297,มอเตอร์ไซค์,ลาดพร้าว,2024-03-10,4.44
21298,จักรยาน,ลาดพร้าว,2022-07-05,4.72
21299,มอเตอร์ไซค์,ห้วยขวาง,2023-09-27,5.0
21300,มอเตอร์ไซค์,บางนา,2022-06-04,4.36
21301,มอเตอร์ไซค์,วัฒนา,2022-08-19,4.32
21302,มอเตอร์ไซค์,บางกะปิ,2024-03-26,3.72
21303,มอเตอร์ไซค์,บางนา,2023-12-06,3.99
21304,จักรยาน,ลาดพร้าว,2023-08-17,4.35
