order_id,customer_id,zone,cuisine,order_time,delivered_time,distance_km,prep_min,subtotal,discount,delivery_fee,payment_type,weather,rating
903433,51865,สันกำแพง,ปิ้งย่าง,01 Apr 2025 13:05,2025-04-01 13:27:54,9.05,13.3,฿825,0,43,เงินสด,ปกติ,4
921355,55019,หางดง,ของหวาน,2025-05-13 18:15:00,2025-05-13 18:41:12,7.44,10.7,฿58,5,46,โอนผ่านแอป,ปกติ,4
912465,52922,แม่ริม,กาแฟ,15/04/2025 18:56,2025-04-15 19:20:36,,5.2,฿70,16,36,โอนผ่านแอป,ปกติ,3
910421,53713,หางดง,ญี่ปุ่น,10/05/2025 11:12,2025-05-10 11:33:36,2.66,11.5,฿145,0,27,บัตรเครดิต,ปกติ,5
903530,60875,หางดง,ของหวาน,24/06/2025 10:29,2025-06-24 10:44:24,5.43,10.5,฿189,0,37,cash,ปกติ,5
912307,58412,สันกำแพง,ตามสั่ง,05 Jun 2025 09:02,2025-06-05 09:30:36,15.67,13.1,฿48,11,65,โอนผ่านแอป,ปกติ,5
902671,61569,แม่ริม,ปิ้งย่าง,08 May 2025 18:10,2025-05-08 18:49:18,12.19,10.0,฿481,0,54,โอนผ่านแอป,ฝนตก,2
920356,53702,แม่ริม,ตามสั่ง,25 Jun 2025 19:20,2025-06-25 19:55:12,17.3,4.0,฿72,0,69,โอนผ่านแอป,ฝนตก,3
904151,50686,นิมมาน,ปิ้งย่าง,15 Apr 2025 13:55,2025-04-15 14:13:06,3.97,16.7,฿527,95,28,โอนผ่านแอป,ปกติ,5
901821,54775,หางดง,กาแฟ,2025-05-10 12:17:00,2025-05-10 12:35:54,0.5,9.9,฿40,5,19,CASH,ปกติ,5
923013,60206,สันทราย,ตามสั่ง,2025-04-07 09:15:00,2025-04-07 09:41:30,8.69,7.2,฿148,28,40,วอลเล็ต,ฝนตก,4
918681,53902, นิมมาน,กาแฟ,05 Jun 2025 11:50,2025-06-05 12:14:48,2.88,14.4,฿35,0,22,โอนผ่านแอป,ปกติ,5
912197,59549,นิมมาน,ปิ้งย่าง,20/04/2025 12:25,2025-04-20 12:51:42,4.63,15.3,฿166,0,28,โอนผ่านแอป,ปกติ,4
914215,60252,สันกำแพง,ปิ้งย่าง,25 Jun 2025 12:15,2025-06-25 13:05:18,21.66,11.7,฿441,0,81,โอนผ่านแอป,ฝนตก,3
912528,55074,ช้างคลาน,ตามสั่ง,2025-04-28 17:32:00,2025-04-28 17:48:12,2.51,15.5,฿66,0,30,โอนผ่านแอป,ปกติ,5
904287,52846,นิมมาน,ของหวาน,2025-05-25 17:53:00,2025-05-25 18:06:12,4.95,6.7,฿87,0,34,วอลเล็ต,ปกติ,5
904990,55803,แม่ริม,ตามสั่ง,23/06/2025 08:34,2025-06-23 09:05:18,19.76,7.8,฿35,0,75,วอลเล็ต,ปกติ,3
909439,51465,สันทราย,ตามสั่ง,14/04/2025 12:46,2025-04-14 13:08:36,4.21,10.7,฿35,5,26,โอนผ่านแอป,ปกติ,4
906676,50545,สันทราย ,ญี่ปุ่น,2025-06-28 12:15:00,2025-06-28 12:36:54,2.26,11.5,฿208,0,23,วอลเล็ต,ปกติ,2
907006,55371,หางดง,ปิ้งย่าง,21 Jun 2025 09:00,2025-06-21 09:16:12,1.94,13.3,฿499,0,17,เงินสด,ปกติ,5
916742,50009,นิมมาน,กาแฟ,01 Apr 2025 17:17,2025-04-01 17:29:36,3.4,6.5,฿40,5,30,วอลเล็ต,ปกติ,5
920596,52126,แม่ริม,ของหวาน,29 Apr 2025 12:53,2025-04-29 13:26:30,6.15,10.5,฿45,7,34,วอลเล็ต,ฝนตก,5
914950,61561,สันทราย,ญี่ปุ่น,13 Jun 2025 12:40,2025-06-13 13:06:42,8.08,8.9,฿69,0,39,บัตรเครดิต,ปกติ,4
910053,57072,นิมมาน ,กาแฟ,17/06/2025 17:47,2025-06-17 18:01:18,1.72,15.6,฿77,0,25,บัตรเครดิต,ปกติ,5
909960,60862,ช้างคลาน,ญี่ปุ่น,29/05/2025 12:23,2025-05-29 12:51:42,5.64,15.6,฿251,0,30,โอนผ่านแอป,ปกติ,4
908240,61169,แม่ริม,ตามสั่ง,17 Apr 2025 11:17,2025-04-17 11:41:42,7.61,6.6,฿35,0,38,โอนผ่านแอป,ปกติ,4
914288,58022, สันกำแพง,ตามสั่ง,2025-05-28 12:25:00,2025-05-28 13:02:00,8.82,12.5,฿66,0,40,,ฝนตก,4
911121,50865,ช้างคลาน,กาแฟ,15 May 2025 12:04,2025-05-15 12:24:12,2.97,10.6,฿35,0,21,เงินสด,ปกติ,5
914358,52228,ช้างคลาน,ปิ้งย่าง,27/04/2025 10:55,2025-04-27 11:09:18,1.89,15.8,฿268,0,23,บัตรเครดิต,ปกติ,5
903267,52038,ช้างคลาน,ญี่ปุ่น,2025-06-08 12:32:00,2025-06-08 12:53:54,1.74,12.5,฿402,0,21,โอนผ่านแอป,ปกติ,5
907361,56155,ช้างคลาน,กาแฟ,21 Apr 2025 10:38,2025-04-21 10:57:06,5.15,11.6,฿35,0,30,โอนผ่านแอป,ปกติ,5
917441,59605,ช้างคลาน,ปิ้งย่าง,2025-06-27 13:45:00,2025-06-27 14:08:54,4.69,12.9,฿233,21,35,โอนผ่านแอป,ฝนตก,5
911863,54850,สันกำแพง,กาแฟ,20 May 2025 12:18,2025-05-20 12:44:54,7.7,12.1,฿93,0,38,โอนผ่านแอป,ปกติ,5
921266,53892,สันกำแพง,ข้าวซอย,2025-05-16 10:06:00,2025-05-16 10:31:36,15.63,9.6,฿145,34,59,โอนผ่านแอป,ปกติ,4
916616,54108,สันกำแพง,ของหวาน,21 Apr 2025 13:28,2025-04-21 13:57:36,10.11,11.6,฿195,0,47,วอลเล็ต,ฝนตก,4
915445,59154,แม่ริม ,ปิ้งย่าง,26 Apr 2025 12:10,2025-04-26 12:34:36,,7.4,฿315,0,40,วอลเล็ต,ปกติ,4
915987,52445,สันกำแพง,ข้าวซอย,2025-06-19 17:03:00,2025-06-19 17:43:00,17.27,8.4,฿35,0,67,บัตรเครดิต,ฝนตก,2
906838,59745,สันกำแพง,ญี่ปุ่น,17/05/2025 17:58,2025-05-17 18:16:24,,10.0,฿46,0,35,โอนผ่านแอป,ปกติ,5
902913,59647,สันกำแพง,ปิ้งย่าง,05/06/2025 09:30,2025-06-05 09:57:24,14.35,14.1,฿67,0,60,เงินสด,ปกติ,3
910989,51366,แม่ริม,ตามสั่ง,20/04/2025 19:23,2025-04-20 19:37:54,3.55,11.5,฿35,0,32,โอนผ่านแอป,ปกติ,5
914957,50229,ช้างคลาน,ข้าวซอย,2025-05-16 19:53:00,2025-05-16 20:09:18,2.19,13.1,฿107,0,22,โอนผ่านแอป,ปกติ,5
904962,58677,นิมมาน,ปิ้งย่าง,23 May 2025 19:33,2025-05-23 19:49:06,4.28,10.7,฿339,0,29,วอลเล็ต,ปกติ,4
900490,51881,ช้างคลาน,ข้าวซอย,2025-06-01 12:15:00,2025-06-01 12:46:00,3.53,12.8,฿39,3,26,โอนผ่านแอป,ฝนตก,4
907052,52183,นิมมาน ,ญี่ปุ่น,08/05/2025 17:45,2025-05-08 18:14:06,9.79,10.4,฿220,0,45,บัตรเครดิต,ฝนตก,5
902655,58842,สันทราย,ตามสั่ง,06 Apr 2025 10:38,2025-04-06 10:50:36,,9.5,฿180,36,18,บัตรเครดิต,ปกติ,5
914697,59190,หางดง,ข้าวซอย,10/06/2025 20:49,2025-06-10 20:59:42,1.35,7.6,฿42,8,20,วอลเล็ต,ปกติ,5
917500,56267,ช้างคลาน,ของหวาน,2025-05-24 12:26:00,2025-05-24 12:47:24,3.58,9.2,฿223,0,37,วอลเล็ต,ปกติ,5
915160,61597,แม่ริม,กาแฟ,05/04/2025 08:15,2025-04-05 08:40:12,11.55,11.7,฿119,0,50,cash,ปกติ,4
909762,53948,หางดง,ตามสั่ง,10 May 2025 18:22,2025-05-10 18:44:42,5.3,11.0,฿73,0,31,โอนผ่านแอป,ปกติ,5
919011,50675,สันกำแพง,ตามสั่ง,24/05/2025 17:58,2025-05-24 18:20:06,2.54,7.1,฿43,0,18,วอลเล็ต,ฝนตก,5
903499,53509,สันทราย,ญี่ปุ่น,16/06/2025 17:24,2025-06-16 17:59:18,,15.3,฿261,0,56,บัตรเครดิต,ฝนตก,4
917085,50177,ช้างคลาน,ตามสั่ง,22/06/2025 12:20,2025-06-22 12:52:54,2.84,12.4,฿226,31,19,โอนผ่านแอป,ฝนตก,5
915235,53241,แม่ริม,ตามสั่ง,09 May 2025 09:12,2025-05-09 09:31:24,7.55,8.8,฿92,0,38,โอนผ่านแอป,ปกติ,4
915571,51789,ช้างคลาน ,ข้าวซอย,12 May 2025 19:10,2025-05-12 19:34:36,4.82,9.5,฿62,0,34,โอนผ่านแอป,ฝนตก,5
912490,51158,หางดง,ของหวาน,2025-05-11 19:16:00,2025-05-11 19:34:06,1.65,4.9,฿47,0,20,โอนผ่านแอป,ฝนตก,5
912059,57117,หางดง,ข้าวซอย,24/05/2025 11:20,2025-05-24 11:39:48,0.63,11.0,฿96,0,20,cash,ปกติ,5
905244,59965,ช้างคลาน,ตามสั่ง,18/04/2025 13:59,2025-04-18 14:12:42,,12.3,฿35,0,27,บัตรเครดิต,ปกติ,5
912837,55451,หางดง ,กาแฟ,13 May 2025 12:11,2025-05-13 12:35:36,3.94,13.2,฿65,0,28,โอนผ่านแอป,ปกติ,4
904309,60674,หางดง,ตามสั่ง,10 May 2025 18:01,2025-05-10 18:25:24,2.59,13.8,฿55,5,21,เงินสด,ปกติ,4
908563,52670,หางดง,ตามสั่ง,29/04/2025 11:15,2025-04-29 11:40:00,2.24,13.5,฿45,5,17,โอนผ่านแอป,ปกติ,5
900103,54724,นิมมาน,ปิ้งย่าง,2025-05-24 19:45:00,2025-05-24 20:02:42,3.69,12.9,฿207,0,30,บัตรเครดิต,ปกติ,5
901556,51610, หางดง,ข้าวซอย,27/04/2025 11:03,2025-04-27 11:27:36,3.76,10.3,฿98,0,31,โอนผ่านแอป,ปกติ,5
917073,54851,หางดง,ข้าวซอย,26 May 2025 12:55,2025-05-26 13:16:24,,10.3,฿53,0,28,เงินสด,ปกติ,5
918483,60787,ช้างคลาน,ข้าวซอย,2025-06-09 13:06:00,2025-06-09 13:20:30,2.79,8.0,฿66,10,26,CASH,ปกติ,5
918192,51420,ช้างคลาน,ปิ้งย่าง,20 Apr 2025 11:18,2025-04-20 11:38:48,2.01,11.8,฿726,0,23,โอนผ่านแอป,ปกติ,5
913400,57189, นิมมาน,ญี่ปุ่น,16 Apr 2025 12:38,2025-04-16 13:08:30,,12.6,฿131,28,33,เงินสด,ฝนตก,4
922245,61230,แม่ริม,ข้าวซอย,24/04/2025 13:32,2025-04-24 13:47:06,2.22,11.8,฿205,0,29,เงินสด,ปกติ,4
900900,54684,นิมมาน,ของหวาน,31/05/2025 10:10,2025-05-31 10:28:42,5.89,11.5,฿35,0,38,โอนผ่านแอป,ปกติ,5
917308,59695,นิมมาน ,ข้าวซอย,16 Jun 2025 11:25,2025-06-16 11:45:18,1.74,10.1,฿124,30,21,โอนผ่านแอป,ปกติ,5
908278,51811, นิมมาน,กาแฟ,16/06/2025 13:42,2025-06-16 14:01:00,2.44,16.1,฿40,5,23,เงินสด,ปกติ,5
904655,50456,สันทราย,ตามสั่ง,29/04/2025 20:12,2025-04-29 20:29:42,7.89,7.7,฿46,0,41,วอลเล็ต,ปกติ,5
921030,55404,หางดง ,ตามสั่ง,2025-04-29 10:52:00,2025-04-29 11:18:18,6.13,11.8,฿35,0,31,เงินสด,ฝนตก,4
911220,50041,นิมมาน,ตามสั่ง,14/05/2025 21:38,2025-05-14 21:52:42,2.85,13.4,฿35,0,23,บัตรเครดิต,ปกติ,5
911018,58657,นิมมาน,ตามสั่ง,12/04/2025 17:39,2025-04-12 18:02:30,1.2,12.2,฿69,0,19,เงินสด,ฝนตก,4
923705,57431,หางดง,ข้าวซอย,2025-04-06 17:24:00,2025-04-06 17:42:12,8.08,9.5,฿116,14,38,APP,ปกติ,5
919400,51384,ช้างคลาน,ตามสั่ง,17 Apr 2025 09:09,2025-04-17 09:24:00,4.87,9.9,฿78,0,32,บัตรเครดิต,ปกติ,5
922070,59186,สันกำแพง,ตามสั่ง,2025-05-04 08:23:00,2025-05-04 08:41:12,5.59,11.2,฿103,0,29,บัตรเครดิต,ปกติ,4
910142,56709,นิมมาน,ข้าวซอย,27/05/2025 19:34,2025-05-27 19:47:24,2.42,8.8,฿62,11,23,โอนผ่านแอป,ปกติ,5
905536,61999,หางดง,ญี่ปุ่น,03 Apr 2025 21:37,2025-04-03 21:54:54,6.76,9.7,฿479,95,34,เงินสด,ปกติ,5
920850,55416,นิมมาน,ข้าวซอย,11 Jun 2025 20:46,2025-06-11 21:07:12,,15.9,฿174,0,38,โอนผ่านแอป,ปกติ,5
922353,55599,สันกำแพง,ตามสั่ง,22/06/2025 11:33,2025-06-22 12:10:48,,11.0,฿35,0,47,APP,ฝนตก,3
922603,52835, สันกำแพง,ตามสั่ง,2025-06-06 21:36:00,2025-06-06 22:04:18,11.97,19.7,฿78,0,56,โอนผ่านแอป,ปกติ,4
912114,52521,ช้างคลาน ,ตามสั่ง,19 Apr 2025 11:50,2025-04-19 12:13:48,5.5,8.5,฿55,0,30,โอนผ่านแอป,ปกติ,5
916279,52345,หางดง,กาแฟ,2025-06-06 19:20:00,2025-06-06 19:38:36,6.79,13.6,฿56,12,36,บัตรเครดิต,ปกติ,5
901423,54390,แม่ริม,กาแฟ,2025-06-26 13:24:00,2025-06-26 13:51:18,16.18,11.7,฿35,8,63,เงินสด,ปกติ,4
910009,53442,สันทราย ,กาแฟ,2025-06-09 12:38:00,2025-06-09 13:03:42,6.72,7.6,฿37,0,40,โอนผ่านแอป,ปกติ,5
904702,52374,ช้างคลาน,ปิ้งย่าง,2025-04-23 21:46:00,2025-04-23 22:10:12,5.18,10.0,฿269,0,31,วอลเล็ต,ฝนตก,4
912322,57132,นิมมาน,ข้าวซอย,12 Apr 2025 12:29,2025-04-12 12:53:18,2.66,13.0,฿53,0,23,โอนผ่านแอป,ปกติ,4
918410,56662,ช้างคลาน,ญี่ปุ่น,16 May 2025 12:15,2025-05-16 12:44:06,7.12,12.3,฿51,0,41,โอนผ่านแอป,ปกติ,4
913942,57716, นิมมาน,ญี่ปุ่น,19 Apr 2025 13:18,2025-04-19 13:34:18,2.53,16.8,฿47,7,25,CASH,ปกติ,5
907265,58271, นิมมาน,ตามสั่ง,15 May 2025 10:09,2025-05-15 10:28:24,7.79,9.6,฿113,0,37,เงินสด,ปกติ,5
921934,51379,ช้างคลาน,ข้าวซอย,2025-06-26 12:51:00,2025-06-26 13:10:24,1.6,8.9,฿87,15,15,,ปกติ,5
910994,50973,สันกำแพง,ของหวาน,2025-05-18 19:14:00,2025-05-18 19:26:12,3.91,4.0,฿74,0,33,เงินสด,ปกติ,5
907774,57407,สันกำแพง,ของหวาน,2025-06-01 12:35:00,2025-06-01 13:04:18,5.91,9.7,฿138,0,34,APP,ฝนตก,4
913262,59353,สันทราย,ตามสั่ง,2025-04-03 09:45:00,2025-04-03 10:06:00,7.48,14.4,฿96,0,41,โอนผ่านแอป,ปกติ,5
905552,58056,ช้างคลาน,ปิ้งย่าง,08 Jun 2025 21:31,2025-06-08 21:55:42,11.65,8.8,฿372,0,48,โอนผ่านแอป,ปกติ,5
914847,58897,สันทราย,ของหวาน,23/04/2025 10:20,2025-04-23 10:47:18,9.25,5.3,฿71,14,44,โอนผ่านแอป,ฝนตก,5
907066,58159,แม่ริม,กาแฟ,27 May 2025 12:49,2025-05-27 13:11:54,2.09,11.9,฿119,29,23,บัตรเครดิต,ปกติ,5
921153,61517,ช้างคลาน,ตามสั่ง,30 Jun 2025 11:00,2025-06-30 11:25:54,5.03,13.6,฿64,0,38,เงินสด,ปกติ,4
900537,54844,ช้างคลาน,ข้าวซอย,11/04/2025 10:37,2025-04-11 10:55:54,0.98,10.3,฿53,0,18,เงินสด,ฝนตก,5
922583,51774,สันกำแพง,ปิ้งย่าง,09 Jun 2025 11:27,2025-06-09 11:49:42,4.85,9.1,฿423,24,28,เงินสด,ปกติ,4
916235,54492,หางดง,ตามสั่ง,18 Apr 2025 20:51,2025-04-18 21:07:00,3.26,17.9,฿47,5,26,บัตรเครดิต,ปกติ,5
903538,58356,สันทราย,ของหวาน,2025-05-18 17:28:00,2025-05-18 17:48:00,9.27,9.3,฿166,0,46,โอนผ่านแอป,ปกติ,4
910234,54211,แม่ริม,ตามสั่ง,07 May 2025 12:41,2025-05-07 13:03:00,5.85,8.6,฿35,3,36,โอนผ่านแอป,ปกติ,5
900661,57362,สันกำแพง,กาแฟ,29 May 2025 18:01,2025-05-29 18:41:48,18.24,14.2,฿35,0,72,บัตรเครดิต,ปกติ,3
911317,53975,สันทราย,กาแฟ,31/05/2025 18:17,2025-05-31 18:41:36,5.55,12.8,฿39,0,35,วอลเล็ต,ปกติ,5
908955,53617,ช้างคลาน,ตามสั่ง,07 Apr 2025 10:51,2025-04-07 11:14:30,2.48,11.7,฿78,0,22,บัตรเครดิต,ฝนตก,4
920908,56468,ช้างคลาน,ญี่ปุ่น,2025-06-23 12:46:00,2025-06-23 13:06:24,1.82,12.0,฿217,0,28,โอนผ่านแอป,ปกติ,5
923078,57584,สันทราย,ข้าวซอย,31 May 2025 09:27,2025-05-31 09:51:48,2.57,17.5,฿37,2,23,,ฝนตก,5
908558,60287,ช้างคลาน,ปิ้งย่าง,2025-05-09 21:30:00,2025-05-09 21:43:48,2.27,8.7,฿75,10,19,โอนผ่านแอป,ปกติ,5
912694,54511,นิมมาน,กาแฟ,06 Apr 2025 09:36,2025-04-06 09:50:12,4.17,8.6,฿41,6,31,เงินสด,ปกติ,5
917565,52550,แม่ริม,ข้าวซอย,07/05/2025 12:58,2025-05-07 13:24:30,6.87,9.3,฿61,15,39,CASH,ปกติ,4
918689,53689,แม่ริม,กาแฟ,07/04/2025 20:10,2025-04-07 20:21:00,2.32,10.1,฿74,0,23,วอลเล็ต,ปกติ,5
918825,59556,หางดง,ตามสั่ง,2025-06-25 21:18:00,2025-06-25 21:40:30,0.87,12.9,฿35,0,21,โอนผ่านแอป,ฝนตก,5
915827,52103,สันทราย,กาแฟ,12/06/2025 19:37,2025-06-12 19:47:48,2.11,5.8,฿35,0,22,โอนผ่านแอป,ปกติ,5
918858,60956,สันทราย,ตามสั่ง,2025-06-04 17:28:00,2025-06-04 17:40:36,1.93,11.5,฿109,25,28,เงินสด,ปกติ,5
920655,51956,นิมมาน ,ข้าวซอย,27/04/2025 11:07,2025-04-27 11:41:54,5.6,13.7,฿35,5,36,โอนผ่านแอป,ฝนตก,3
904530,58059,นิมมาน,ญี่ปุ่น,01 May 2025 12:43,2025-05-01 13:03:54,2.88,4.0,฿273,0,26,โอนผ่านแอป,ปกติ,5
902900,57314,นิมมาน,ตามสั่ง,04/05/2025 13:13,2025-05-04 13:24:18,0.74,5.1,฿35,2,12,โอนผ่านแอป,ปกติ,5
903583,54923,ช้างคลาน,ตามสั่ง,18/04/2025 08:48,2025-04-18 09:09:30,6.61,13.3,฿163,0,32,โอนผ่านแอป,ปกติ,5
909547,60226,ช้างคลาน,ปิ้งย่าง,05 Jun 2025 10:50,2025-06-05 11:10:00,7.46,13.3,฿142,0,40,บัตรเครดิต,ปกติ,5
913501,59426,แม่ริม,ปิ้งย่าง,19/06/2025 12:39,2025-06-19 13:06:12,7.73,8.2,฿198,0,42,โอนผ่านแอป,ปกติ,4
919263,56956,ช้างคลาน,ญี่ปุ่น,18 Apr 2025 18:24,2025-04-18 18:59:12,7.59,9.3,฿35,5,40,บัตรเครดิต,ฝนตก,4
902543,54724,หางดง,ปิ้งย่าง,02/05/2025 18:16,2025-05-02 18:38:18,2.41,11.5,฿572,0,23,cash,ปกติ,5
901870,57093,นิมมาน,ปิ้งย่าง,2025-06-27 12:19:00,2025-06-27 12:41:30,2.28,13.8,฿473,0,22,โอนผ่านแอป,ปกติ,4
904973,54520,สันกำแพง ,กาแฟ,18/05/2025 17:18,2025-05-18 17:49:48,,16.9,฿35,0,70,โอนผ่านแอป,ปกติ,4
912913,53087,หางดง,กาแฟ,2025-06-22 21:09:00,2025-06-22 21:26:48,3.8,11.6,฿50,0,33,โอนผ่านแอป,ปกติ,5
905769,51239,หางดง,ตามสั่ง,10/05/2025 11:33,2025-05-10 12:00:12,4.53,15.6,฿50,0,28,เงินสด,ปกติ,5
908939,58814,นิมมาน,กาแฟ,2025-05-18 18:07:00,2025-05-18 18:24:48,2.0,10.4,฿35,0,24,บัตรเครดิต,ปกติ,5
901689,54225,แม่ริม,ญี่ปุ่น,2025-05-07 19:01:00,2025-05-07 19:17:18,4.68,10.2,฿64,0,30,เงินสด,ปกติ,5
919644,57593,หางดง,ตามสั่ง,2025-06-09 21:06:00,2025-06-09 21:16:18,1.38,9.5,฿35,7,22,เงินสด,ปกติ,5
915422,58854,หางดง,ตามสั่ง,2025-04-12 09:05:00,2025-04-12 09:24:24,5.41,10.8,฿100,0,29,บัตรเครดิต,ปกติ,5
905549,54541,นิมมาน,ตามสั่ง,22/05/2025 13:41,2025-05-22 13:56:18,1.98,12.1,฿40,6,18,เงินสด,ปกติ,5
919954,60965,สันทราย ,ข้าวซอย,2025-05-16 09:24:00,2025-05-16 09:48:42,8.37,16.5,฿58,5,40,โอนผ่านแอป,ปกติ,5
909205,58022,แม่ริม ,ปิ้งย่าง,29 Apr 2025 13:32,2025-04-29 14:14:30,22.14,9.7,฿205,39,83,บัตรเครดิต,ฝนตก,2
907212,57836,หางดง,ตามสั่ง,10/06/2025 21:38,2025-06-10 22:08:18,5.73,16.5,฿95,14,33,cash,ฝนตก,4
907026,59541,ช้างคลาน,ตามสั่ง,16/06/2025 12:28,2025-06-16 12:55:42,6.55,11.6,฿35,0,34,APP,ปกติ,4
913784,51801,หางดง,ข้าวซอย,2025-05-19 13:00:00,2025-05-19 13:20:06,2.6,5.7,฿174,0,23,APP,ฝนตก,5
915642,58944, หางดง,กาแฟ,06/05/2025 10:31,2025-05-06 10:52:48,8.72,10.8,฿80,0,41,เงินสด,ปกติ,5
912319,53582,ช้างคลาน,กาแฟ,2025-04-14 09:55:00,2025-04-14 10:13:12,4.91,13.7,฿35,0,29,โอนผ่านแอป,ปกติ,4
913985,61318,ช้างคลาน,ปิ้งย่าง,2025-05-16 11:03:00,2025-05-16 11:30:24,5.21,17.1,฿215,0,37,บัตรเครดิต,ปกติ,4
918260,59682, ช้างคลาน,ตามสั่ง,2025-06-22 12:15:00,2025-06-22 12:40:48,,14.9,฿123,0,31,โอนผ่านแอป,ปกติ,4
915281,51575,ช้างคลาน,ตามสั่ง,11/04/2025 12:28,2025-04-11 12:53:06,3.11,12.3,฿64,0,33,โอนผ่านแอป,ปกติ,4
900931,52387,แม่ริม,ตามสั่ง,2025-04-23 11:20:00,2025-04-23 11:46:36,,7.9,฿133,0,40,โอนผ่านแอป,ปกติ,4
908516,54449,สันทราย,ข้าวซอย,2025-05-18 18:30:00,2025-05-18 18:53:12,2.76,12.0,฿35,0,23,บัตรเครดิต,ปกติ,5
907884,58972,แม่ริม,กาแฟ,15/06/2025 18:08,2025-06-15 18:39:18,13.54,10.0,฿54,0,62,โอนผ่านแอป,ปกติ,4
919399,60134,นิมมาน,ตามสั่ง,2025-04-12 19:00:00,2025-04-12 19:25:36,12.11,12.6,฿104,0,50,โอนผ่านแอป,ปกติ,5
904348,58885,ช้างคลาน,กาแฟ,21/05/2025 11:30,2025-05-21 11:59:12,,8.6,฿35,0,53,บัตรเครดิต,ปกติ,4
900140,56223,สันกำแพง,ตามสั่ง,12/04/2025 17:43,2025-04-12 18:11:00,16.26,8.4,฿160,20,64,โอนผ่านแอป,ปกติ,4
919616,50677,ช้างคลาน ,ปิ้งย่าง,17 Apr 2025 12:16,2025-04-17 12:39:30,5.25,10.6,฿72,0,33,cash,ปกติ,4
908291,50869, หางดง,ปิ้งย่าง,2025-05-11 10:04:00,2025-05-11 10:18:30,1.22,11.4,฿86,0,17,โอนผ่านแอป,ปกติ,5
922182,61817,สันทราย,ข้าวซอย,2025-05-31 12:26:00,2025-05-31 12:50:36,0.74,9.7,฿65,11,19,โอนผ่านแอป,ฝนตก,4
911200,60768,หางดง,กาแฟ,15/05/2025 19:20,2025-05-15 19:41:42,7.0,17.4,฿58,0,33,cash,ปกติ,5
904478,53717,สันกำแพง,ตามสั่ง,29 Jun 2025 18:08,2025-06-29 18:38:42,10.44,12.6,฿78,0,50,บัตรเครดิต,ปกติ,4
911796,52831,นิมมาน,ตามสั่ง,19/06/2025 09:44,2025-06-19 09:59:18,1.22,17.4,฿69,0,22,โอนผ่านแอป,ปกติ,5
909832,59270,สันกำแพง,ข้าวซอย,04 Jun 2025 11:37,2025-06-04 12:02:12,3.17,13.2,฿91,0,27,โอนผ่านแอป,ปกติ,5
914249,50471,สันทราย,กาแฟ,03 May 2025 13:15,2025-05-03 13:31:54,2.49,17.6,฿57,3,27,วอลเล็ต,ปกติ,5
911683,60870,ช้างคลาน,ปิ้งย่าง,16/05/2025 19:27,2025-05-16 19:45:24,6.23,15.2,฿102,5,31,โอนผ่านแอป,ปกติ,5
909984,61334,นิมมาน,ข้าวซอย,29 Apr 2025 17:23,2025-04-29 17:46:30,6.04,5.7,฿99,13,35,บัตรเครดิต,ฝนตก,4
917917,58270,สันทราย,ตามสั่ง,30 Apr 2025 12:32,2025-04-30 13:07:54,5.54,19.1,฿193,0,27,โอนผ่านแอป,ฝนตก,3
909587,51080,นิมมาน,กาแฟ,2025-05-13 18:16:00,2025-05-13 18:44:54,,11.6,฿65,12,38,บัตรเครดิต,ปกติ,4
904710,59450,สันกำแพง,ข้าวซอย,10/04/2025 11:44,2025-04-10 12:11:30,8.05,12.6,฿142,0,35,โอนผ่านแอป,ปกติ,4
921673,61725,นิมมาน,ตามสั่ง,2025-04-17 13:09:00,2025-04-17 13:34:12,,14.2,฿98,0,27,บัตรเครดิต,ฝนตก,5
913883,52381, ช้างคลาน,กาแฟ,09 Jun 2025 17:03,2025-06-09 17:25:18,2.72,15.0,฿49,0,28,บัตรเครดิต,ฝนตก,5
905914,60201,สันทราย,ตามสั่ง,2025-05-25 18:09:00,2025-05-25 18:37:54,7.85,15.3,฿84,0,39,โอนผ่านแอป,ปกติ,4
914064,60473,สันทราย,ญี่ปุ่น,26/06/2025 08:30,2025-06-26 08:44:54,2.46,6.7,฿156,0,22,เงินสด,ปกติ,4
913175,59649,ช้างคลาน,ญี่ปุ่น,2025-05-14 12:02:00,2025-05-14 12:22:54,3.52,7.0,฿178,0,26,บัตรเครดิต,ปกติ,5
911144,57947,นิมมาน,ญี่ปุ่น,24/05/2025 08:33,2025-05-24 08:54:54,1.43,9.3,฿181,0,20,โอนผ่านแอป,ฝนตก,5
906736,55883,นิมมาน,กาแฟ,2025-06-19 11:09:00,2025-06-19 11:35:30,5.8,10.9,฿111,0,30,APP,ปกติ,5
903899,54079,ช้างคลาน,ญี่ปุ่น,2025-06-01 08:02:00,2025-06-01 08:14:30,2.7,9.5,฿139,0,24,โอนผ่านแอป,ปกติ,5
916976,59607,แม่ริม,ตามสั่ง,23/05/2025 18:47,2025-05-23 19:10:42,5.4,14.0,฿47,5,35,โอนผ่านแอป,ปกติ,4
917942,58480,แม่ริม,ข้าวซอย,26 May 2025 11:42,2025-05-26 12:13:24,9.45,13.5,฿35,3,40,โอนผ่านแอป,ปกติ,2
915282,50316,ช้างคลาน,ข้าวซอย,25 Jun 2025 13:59,2025-06-25 14:11:42,3.54,16.1,฿53,0,25,โอนผ่านแอป,ปกติ,5
