order_id,rating,tag,comment_len,review_time
714145,5,ส่งเร็วมาก,10,2025-05-18 11:30:48
714147,2,ส่งช้า,211,2025-06-29 20:25:24
714148,4,อร่อย,123,2024-11-10 02:12:18
714149,5,ไรเดอร์สุภาพ,55,2025-02-06 20:34:54
714152,5,อร่อย,19,2025-07-08 06:09:00
714154,4,อร่อย,11,2025-02-20 22:20:24
714155,5,ไรเดอร์สุภาพ,33,2025-05-13 13:05:54
714157,5,ไรเดอร์สุภาพ,33,2024-10-05 13:49:36
714162,3,พอใช้,26,2024-09-28 19:28:54
714168,4,อร่อย,18,2025-02-04 13:46:00
714173,4,แพ็กดี,88,2025-06-10 16:52:00
714175,5,แพ็กดี,31,2025-01-16 19:10:42
714176,4,แพ็กดี,56,2025-05-08 01:53:42
714177,5,ไรเดอร์สุภาพ,35,2024-08-24 00:10:48
714188,4,ส่งเร็วมาก,44,2024-10-29 19:48:18
714189,2,ส่งช้า,188,2024-09-14 04:15:48
714190,4,อร่อย,30,2025-02-27 05:43:24
714192,4,ราคาโอเค,15,2025-03-12 10:16:36
714198,4,ส่งเร็วมาก,52,2024-09-03 04:15:30
714200,3,พอใช้,79,2024-11-13 14:11:12
714202,5,แพ็กดี,96,2024-09-24 09:07:18
714209,3,ราคาแพงไป,160,2024-10-02 16:44:36
714214,4,แพ็กดี,18,2024-09-22 20:55:18
714216,5,ส่งเร็วมาก,29,2024-10-23 02:46:24
714217,3,พอใช้,51,2025-04-20 17:37:24
714218,5,อร่อย,65,2025-06-21 04:46:24
714224,4,ราคาโอเค,37,2025-04-27 15:28:48
714227,5,อร่อย,15,2024-11-07 22:44:54
714229,5,ส่งเร็วมาก,22,2025-01-27 10:11:48
714234,4,อร่อย,20,2024-10-02 22:09:48
714235,5,ไรเดอร์สุภาพ,36,2024-10-28 15:15:36
714236,5,อร่อย,29,2024-12-03 18:15:54
714237,5,อร่อย,19,2025-02-05 01:47:06
714240,5,อร่อย,30,2024-08-12 22:09:54
714242,3,ส่งช้า,38,2024-10-26 21:06:48
714243,5,แพ็กดี,39,2025-06-19 05:02:24
714244,5,อร่อย,9,2025-04-27 09:11:54
714245,5,ส่งเร็วมาก,33,2025-05-28 04:51:48
714249,5,ส่งเร็วมาก,12,2025-06-06 00:10:36
714257,3,ส่งช้า,51,2024-08-02 15:51:18
714263,4,อร่อย,41,2024-11-15 01:27:24
714267,3,ราคาแพงไป,20,2025-03-21 13:31:06
714270,4,ส่งเร็วมาก,39,2025-04-10 00:40:24
714272,4,แพ็กดี,25,2025-01-29 05:32:18
714276,4,อร่อย,20,2025-07-10 05:31:18
714277,5,อร่อย,18,2025-07-16 02:39:12
714278,3,พอใช้,102,2025-05-08 07:58:30
714282,5,อร่อย,19,2025-03-27 03:10:54
714285,4,อร่อย,54,2025-04-11 18:24:18
714289,2,แพ็กไม่ดี,56,2025-01-11 00:01:06
714290,4,แพ็กดี,43,2024-08-05 01:34:42
714293,4,แพ็กดี,30,2025-06-05 06:44:24
714294,3,พอใช้,44,2024-10-12 03:59:42
714297,5,อร่อย,32,2025-01-16 09:27:00
714299,4,อร่อย,22,2024-08-02 22:13:12
714302,4,แพ็กดี,12,2024-08-31 11:28:12
714304,3,พอใช้,12,2025-06-26 13:19:54
714306,3,ส่งช้า,183,2025-06-11 22:34:12
714309,4,แพ็กดี,29,2025-01-25 21:54:12
714310,5,ส่งเร็วมาก,26,2024-10-09 07:52:30
714313,3,ราคาแพงไป,25,2025-03-16 23:33:18
714314,5,ไรเดอร์สุภาพ,6,2024-11-01 19:51:48
714316,5,ส่งเร็วมาก,13,2025-02-24 00:26:42
714317,5,ส่งเร็วมาก,20,2025-06-19 16:47:00
714336,4,ส่งเร็วมาก,40,2024-09-08 20:14:48
714338,2,ส่งช้า,46,2025-01-01 05:06:48
714342,3,พอใช้,140,2024-09-08 22:40:42
714348,4,แพ็กดี,13,2025-02-02 05:17:54
714349,4,อร่อย,15,2025-07-04 15:50:36
714350,5,ส่งเร็วมาก,6,2025-06-27 01:39:18
714357,4,ราคาโอเค,18,2024-10-05 08:37:06
714364,4,อร่อย,7,2025-04-09 15:41:06
714366,4,แพ็กดี,38,2025-06-06 09:57:00
714367,4,ส่งเร็วมาก,63,2024-11-14 10:49:24
714376,5,อร่อย,37,2024-09-07 00:27:42
714377,4,แพ็กดี,30,2024-11-29 16:55:00
714378,4,ส่งเร็วมาก,33,2024-09-09 11:47:48
714384,4,แพ็กดี,33,2024-08-20 20:38:30
714386,3,พอใช้,57,2025-04-26 18:55:30
714388,5,อร่อย,87,2024-10-07 06:33:24
714389,3,ส่งช้า,34,2024-08-25 13:30:24
714394,5,ส่งเร็วมาก,24,2025-06-08 08:22:18
714396,5,ส่งเร็วมาก,12,2025-03-30 10:24:18
714405,3,พอใช้,103,2025-02-08 21:39:30
714407,3,พอใช้,56,2024-08-12 06:51:12
714408,5,แพ็กดี,6,2024-08-25 04:38:00
714409,5,อร่อย,45,2025-01-21 05:51:48
714410,4,ราคาโอเค,71,2025-02-19 22:49:42
714411,5,ไรเดอร์สุภาพ,15,2024-08-14 10:20:00
714414,1,ส่งช้ามาก,184,2024-09-28 04:22:30
714415,3,อาหารไม่ตรงปก,68,2024-10-01 10:09:00
714420,5,ส่งเร็วมาก,4,2025-01-01 06:07:48
714422,4,อร่อย,40,2025-03-17 09:06:30
714423,3,พอใช้,124,2024-08-18 12:26:42
714425,3,พอใช้,93,2025-07-11 16:38:30
714427,4,ราคาโอเค,60,2025-01-04 01:54:00
714428,4,ส่งเร็วมาก,36,2025-06-09 14:05:42
714433,4,อร่อย,34,2025-06-15 02:15:30
714442,5,ส่งเร็วมาก,22,2025-03-17 02:32:42
714448,5,ไรเดอร์สุภาพ,36,2024-08-27 02:22:42
714449,5,อร่อย,7,2024-12-11 12:16:24
714452,5,ไรเดอร์สุภาพ,23,2024-11-11 09:37:12
714455,5,ส่งเร็วมาก,31,2024-09-08 20:11:36
714461,4,ราคาโอเค,25,2024-12-04 05:27:24
714465,4,ส่งเร็วมาก,39,2024-09-01 12:15:18
714466,5,อร่อย,25,2025-03-29 03:38:42
714467,5,อร่อย,28,2024-12-28 16:40:42
714469,4,ราคาโอเค,43,2024-11-12 22:26:06
714473,5,แพ็กดี,21,2025-04-05 11:33:54
714478,5,ส่งเร็วมาก,7,2024-08-27 01:09:48
714480,5,ส่งเร็วมาก,32,2025-05-25 23:34:00
714485,2,อาหารไม่ตรงปก,220,2025-03-03 03:22:54
714491,3,ส่งช้า,222,2025-06-02 12:34:54
714494,5,อร่อย,19,2025-04-12 11:33:00
714497,5,แพ็กดี,52,2025-05-21 09:50:42
714498,5,อร่อย,13,2024-08-13 10:40:18
714505,5,ส่งเร็วมาก,26,2025-07-05 01:03:48
714509,5,ไรเดอร์สุภาพ,27,2024-11-06 07:38:24
714511,5,อร่อย,16,2024-11-30 16:01:36
714512,5,อร่อย,32,2025-05-16 03:29:18
714513,5,แพ็กดี,15,2024-10-02 15:05:12
714514,5,ส่งเร็วมาก,28,2024-11-11 21:56:00
714516,4,ส่งเร็วมาก,16,2025-05-03 22:38:18
714517,5,อร่อย,9,2025-04-22 12:44:12
714520,5,อร่อย,28,2025-07-09 02:07:24
714521,5,อร่อย,4,2025-05-31 11:42:12
714522,5,ส่งเร็วมาก,25,2025-04-07 05:56:24
714523,5,แพ็กดี,4,2025-03-14 06:12:18
714527,5,อร่อย,10,2024-12-08 05:57:48
714529,5,อร่อย,27,2025-01-28 22:53:12
714535,5,อร่อย,15,2024-10-31 20:24:24
714536,4,แพ็กดี,81,2024-11-05 12:01:42
714538,3,อาหารไม่ตรงปก,77,2024-12-06 16:46:24
714551,4,แพ็กดี,41,2025-06-26 06:27:36
714553,3,ราคาแพงไป,7,2025-01-16 05:03:36
714566,4,ส่งเร็วมาก,48,2024-09-17 14:30:30
714575,4,อร่อย,34,2025-02-06 10:38:00
714583,2,แพ็กไม่ดี,165,2025-04-21 14:15:12
714584,4,ราคาโอเค,36,2025-01-31 04:33:48
714585,5,อร่อย,22,2025-01-09 03:14:06
714591,4,อร่อย,44,2024-12-18 12:04:36
714593,5,อร่อย,35,2024-10-16 06:50:54
714599,4,ราคาโอเค,29,2024-10-01 00:58:00
714602,5,ส่งเร็วมาก,19,2024-08-29 14:29:06
714604,5,ส่งเร็วมาก,15,2025-02-22 04:07:00
714606,4,อร่อย,43,2024-08-25 18:12:06
714607,4,ส่งเร็วมาก,19,2025-07-02 18:19:42
714609,4,อร่อย,45,2025-01-05 17:17:36
714616,3,ราคาแพงไป,32,2025-04-12 19:50:12
714622,4,ส่งเร็วมาก,19,2024-08-12 13:32:48
714623,4,อร่อย,103,2025-06-15 18:49:30
714625,5,แพ็กดี,13,2024-09-06 19:27:48
714626,3,ส่งช้า,143,2025-06-11 14:32:48
714629,5,ส่งเร็วมาก,50,2025-06-17 08:38:24
714631,4,อร่อย,59,2024-10-12 11:38:42
714632,4,ราคาโอเค,32,2024-10-07 18:18:42
714634,4,อร่อย,46,2025-01-18 08:36:24
714643,4,อร่อย,66,2024-08-21 01:19:12
714644,5,ส่งเร็วมาก,16,2024-10-17 19:53:30
714651,5,ไรเดอร์สุภาพ,23,2024-08-11 14:00:42
714656,5,อร่อย,43,2024-12-07 10:02:00
714661,5,อร่อย,4,2025-02-10 20:17:30
714663,5,ส่งเร็วมาก,4,2024-11-23 05:07:30
714666,5,ไรเดอร์สุภาพ,14,2024-12-09 11:39:36
714669,3,ราคาแพงไป,118,2025-02-04 16:48:42
714675,5,อร่อย,17,2025-01-20 18:45:54
714693,5,ส่งเร็วมาก,43,2024-08-08 20:42:42
714698,5,ไรเดอร์สุภาพ,47,2025-02-17 04:49:42
714701,5,อร่อย,3,2024-12-06 18:06:54
714708,5,แพ็กดี,23,2024-10-28 09:06:42
714709,3,อาหารไม่ตรงปก,2,2024-11-28 10:15:30
714711,5,ส่งเร็วมาก,50,2025-03-16 10:14:36
714723,4,แพ็กดี,31,2025-04-30 12:02:00
714728,5,ส่งเร็วมาก,21,2025-03-04 18:39:00
714729,5,ส่งเร็วมาก,21,2025-05-30 08:18:42
714730,2,อาหารเย็นแล้ว,53,2025-04-11 01:24:00
714736,2,ส่งช้า,125,2024-10-31 04:12:42
714737,4,ส่งเร็วมาก,60,2025-05-13 02:53:24
714738,3,พอใช้,105,2025-04-17 09:43:42
714745,4,แพ็กดี,67,2024-12-20 21:14:24
714746,4,ราคาโอเค,71,2024-10-02 07:12:06
714748,4,อร่อย,2,2025-04-27 18:52:30
714751,3,พอใช้,46,2025-04-17 10:00:30
714752,5,ส่งเร็วมาก,48,2024-08-20 13:56:06
714760,3,อาหารไม่ตรงปก,78,2025-04-14 00:05:42
714761,4,แพ็กดี,20,2024-12-27 21:23:48
714762,5,ส่งเร็วมาก,20,2024-08-11 01:18:06
714763,4,อร่อย,5,2024-11-06 17:06:00
714764,3,ราคาแพงไป,70,2024-11-12 08:31:30
714765,4,ราคาโอเค,12,2024-08-13 03:30:30
714768,5,ส่งเร็วมาก,26,2025-03-06 14:37:54
714769,5,อร่อย,53,2025-01-29 03:06:48
714772,5,อร่อย,54,2025-03-24 08:02:12
714774,4,แพ็กดี,6,2025-06-05 03:32:00
714775,3,พอใช้,14,2024-12-30 14:01:30
714776,1,ส่งช้ามาก,182,2025-03-07 03:02:06
714781,2,ส่งช้า,138,2025-05-22 03:14:36
714789,4,ราคาโอเค,19,2025-01-05 06:47:42
714790,4,อร่อย,69,2025-06-28 04:34:24
714793,5,ส่งเร็วมาก,12,2025-06-11 03:21:06
714796,3,พอใช้,49,2025-05-31 17:44:36
714798,4,อร่อย,30,2024-09-28 18:14:00
714799,5,อร่อย,14,2025-06-25 17:39:12
714801,3,ส่งช้า,63,2025-04-05 04:12:30
714802,4,อร่อย,86,2024-12-12 14:13:30
714806,4,แพ็กดี,71,2025-07-03 14:09:54
714808,3,ส่งช้า,142,2024-09-28 13:53:42
714819,3,อาหารไม่ตรงปก,36,2025-02-02 18:15:18
714820,4,แพ็กดี,21,2024-11-11 16:00:24
714824,3,พอใช้,55,2024-11-03 08:21:12
714829,2,ส่งช้า,76,2024-12-09 04:25:30
714831,4,ราคาโอเค,26,2025-04-18 08:46:12
714832,3,พอใช้,36,2024-08-16 13:40:36
714835,5,อร่อย,3,2024-11-08 08:44:18
714843,4,ส่งเร็วมาก,45,2024-10-13 22:58:18
714845,3,ส่งช้า,104,2024-08-23 13:12:36
714846,5,แพ็กดี,41,2025-04-30 06:32:18
714849,4,ส่งเร็วมาก,30,2025-02-09 22:01:36
714851,4,ราคาโอเค,19,2024-09-25 17:10:48
714852,4,อร่อย,75,2025-07-12 11:57:48
714866,5,ส่งเร็วมาก,42,2025-03-28 13:14:18
714876,5,ไรเดอร์สุภาพ,12,2025-02-17 22:32:54
714879,3,พอใช้,34,2024-10-13 18:33:48
714880,4,อร่อย,52,2025-05-11 21:21:48
714885,2,ส่งช้า,64,2025-04-10 09:11:54
714887,5,อร่อย,3,2025-02-01 20:30:24
714888,4,อร่อย,28,2024-12-24 22:59:00
714894,5,อร่อย,23,2025-06-07 17:12:54
714895,4,แพ็กดี,23,2025-02-06 02:04:18
714903,3,พอใช้,58,2024-11-04 08:05:24
714909,4,แพ็กดี,61,2024-10-15 14:07:48
714913,4,อร่อย,58,2024-12-03 08:31:36
714920,5,อร่อย,60,2024-08-31 15:25:48
714926,5,ไรเดอร์สุภาพ,15,2025-04-15 06:38:18
714927,3,อาหารไม่ตรงปก,106,2025-01-17 16:58:00
714928,5,ไรเดอร์สุภาพ,34,2025-07-04 06:11:30
714929,5,อร่อย,11,2024-11-28 19:01:48
714933,4,อร่อย,9,2024-12-20 19:58:12
714935,5,แพ็กดี,43,2025-04-23 18:58:18
714941,2,ส่งช้า,43,2024-11-05 04:44:30
714942,4,แพ็กดี,47,2025-05-15 14:46:06
714953,5,อร่อย,2,2025-07-07 18:16:36
714955,4,แพ็กดี,8,2024-09-24 07:38:36
714956,3,ส่งช้า,67,2025-04-19 01:28:54
714957,5,อร่อย,4,2025-06-08 19:52:48
714958,5,อร่อย,24,2025-03-19 07:11:54
714960,5,ไรเดอร์สุภาพ,12,2025-05-06 13:25:48
714963,5,อร่อย,16,2025-06-09 08:43:36
714964,5,ส่งเร็วมาก,10,2024-10-07 22:57:48
714965,5,ส่งเร็วมาก,53,2024-08-21 02:48:30
714968,4,อร่อย,27,2024-09-05 22:39:54
714971,3,ราคาแพงไป,61,2024-12-11 02:12:18
714973,4,ส่งเร็วมาก,19,2024-11-26 16:29:30
714975,5,ไรเดอร์สุภาพ,37,2025-02-18 03:42:48
714977,4,แพ็กดี,38,2024-09-09 05:57:12
714978,4,แพ็กดี,56,2025-05-02 07:50:00
714988,5,ไรเดอร์สุภาพ,7,2024-10-16 20:09:18
714990,5,อร่อย,55,2024-09-10 18:26:54
714991,3,ส่งช้า,40,2024-08-08 03:45:36
715010,4,ราคาโอเค,57,2024-10-15 08:02:48
715012,5,ไรเดอร์สุภาพ,9,2025-02-18 03:16:54
715015,4,อร่อย,48,2025-05-21 00:29:48
715017,4,ส่งเร็วมาก,30,2025-03-22 17:34:42
715019,3,ราคาแพงไป,55,2024-11-11 22:30:00
715021,5,ไรเดอร์สุภาพ,12,2025-06-29 17:01:12
715025,4,แพ็กดี,58,2025-06-24 07:19:24
715028,3,อาหารไม่ตรงปก,158,2025-01-20 06:22:36
715030,5,อร่อย,25,2024-10-06 22:15:36
715036,3,ส่งช้า,80,2025-02-15 09:18:30
715041,5,แพ็กดี,64,2024-08-04 08:21:48
715043,5,แพ็กดี,26,2024-11-25 06:13:54
715046,3,พอใช้,20,2025-05-05 14:21:18
715047,4,ราคาโอเค,68,2025-07-05 05:48:42
715053,3,ส่งช้า,114,2025-05-14 14:34:30
715054,3,ส่งช้า,24,2025-07-14 14:01:06
715061,3,พอใช้,43,2024-11-22 06:57:24
715063,4,อร่อย,21,2025-03-09 04:39:00
715066,5,แพ็กดี,9,2025-01-19 05:28:42
715067,3,พอใช้,14,2025-01-19 12:04:48
715068,2,อาหารเย็นแล้ว,226,2024-09-23 10:51:06
715074,3,พอใช้,121,2025-04-25 20:45:42
715078,4,อร่อย,33,2024-11-03 16:06:30
715086,4,อร่อย,33,2025-01-24 08:50:18
715094,4,อร่อย,34,2024-11-25 23:15:54
715096,4,ส่งเร็วมาก,47,2024-08-25 05:15:18
715101,3,ราคาแพงไป,297,2025-04-04 21:18:54
715104,5,แพ็กดี,20,2025-03-21 18:02:42
715108,4,อร่อย,22,2025-01-21 16:47:48
715109,4,ราคาโอเค,30,2025-02-09 00:53:00
715113,5,ไรเดอร์สุภาพ,11,2025-03-01 20:58:30
715114,5,อร่อย,26,2024-10-25 13:00:06
715117,3,ส่งช้า,107,2025-01-30 19:29:00
715118,5,ส่งเร็วมาก,22,2024-08-22 01:20:00
715119,4,อร่อย,49,2025-07-17 03:42:00
715120,5,อร่อย,44,2024-09-04 22:26:24
715123,5,ส่งเร็วมาก,22,2024-08-20 15:41:18
715125,3,อาหารไม่ตรงปก,81,2025-05-21 15:58:12
715127,5,ไรเดอร์สุภาพ,3,2025-04-25 01:25:24
715128,3,อาหารไม่ตรงปก,69,2024-10-27 19:15:00
715130,3,พอใช้,151,2024-12-03 14:37:54
715131,3,พอใช้,30,2025-05-25 23:00:24
715133,3,พอใช้,42,2025-04-17 09:41:54
715135,3,อาหารไม่ตรงปก,44,2024-09-30 07:48:54
715139,4,ราคาโอเค,35,2025-07-10 00:28:54
715143,4,ส่งเร็วมาก,12,2025-01-08 01:59:06
715147,5,ไรเดอร์สุภาพ,31,2025-01-08 02:56:12
715151,5,อร่อย,41,2024-10-06 07:27:30
715161,4,ส่งเร็วมาก,36,2024-10-29 01:30:12
715162,5,ส่งเร็วมาก,16,2025-02-18 01:18:54
715169,4,แพ็กดี,10,2025-03-17 22:18:42
715170,3,อาหารไม่ตรงปก,51,2025-03-11 18:21:30
715172,3,พอใช้,35,2024-11-04 21:33:18
715180,4,อร่อย,70,2025-05-31 06:48:42
715183,5,ไรเดอร์สุภาพ,42,2024-11-02 18:50:06
715184,4,อร่อย,45,2025-07-14 03:45:00
715190,4,อร่อย,44,2025-03-30 11:38:18
715200,4,ราคาโอเค,13,2025-01-31 20:19:18
715207,4,อร่อย,31,2025-01-19 05:09:24
715209,5,แพ็กดี,33,2025-02-22 22:47:12
715219,2,ส่งช้า,124,2024-08-08 03:55:54
715220,4,ราคาโอเค,27,2025-04-25 15:39:12
715223,5,ไรเดอร์สุภาพ,21,2025-06-12 15:17:06
715228,3,ส่งช้า,93,2025-05-27 08:24:36
715230,5,ไรเดอร์สุภาพ,40,2024-12-09 12:34:54
715234,5,อร่อย,9,2024-08-18 16:58:42
715235,1,อาหารเย็นแล้ว,37,2024-10-23 01:38:12
715238,4,อร่อย,82,2024-10-09 18:52:18
715243,4,ส่งเร็วมาก,22,2025-07-08 13:33:42
715247,5,แพ็กดี,24,2025-03-23 02:55:12
715256,5,ส่งเร็วมาก,3,2024-10-14 21:32:48
715257,5,ส่งเร็วมาก,11,2025-01-13 02:54:12
715258,4,อร่อย,17,2025-06-14 10:46:36
715260,3,พอใช้,132,2025-01-30 08:39:30
715263,4,อร่อย,45,2025-05-06 16:16:00
715271,5,ส่งเร็วมาก,37,2025-01-21 20:53:12
715275,5,แพ็กดี,14,2024-08-03 15:15:48
715282,4,อร่อย,22,2024-12-05 18:13:18
715285,4,อร่อย,27,2025-03-21 17:24:12
715290,4,ราคาโอเค,12,2025-02-28 16:38:24
715294,4,แพ็กดี,37,2024-08-19 10:53:06
715297,3,พอใช้,62,2025-02-10 01:01:36
715303,4,ราคาโอเค,14,2025-01-21 03:44:48
715307,5,อร่อย,5,2024-09-08 11:29:18
715309,4,ราคาโอเค,38,2024-10-04 15:31:36
715311,3,อาหารไม่ตรงปก,24,2025-05-20 23:42:42
715312,5,อร่อย,21,2024-08-31 14:50:30
715318,5,อร่อย,18,2025-02-28 21:15:12
715320,5,อร่อย,47,2024-08-17 19:27:54
715322,5,ไรเดอร์สุภาพ,19,2025-02-17 00:05:54
715323,4,แพ็กดี,32,2024-10-24 08:12:48
715325,5,ส่งเร็วมาก,23,2024-09-15 05:37:42
715326,4,อร่อย,37,2024-08-10 02:32:12
715331,5,อร่อย,14,2024-11-17 02:19:00
715332,5,อร่อย,66,2025-04-08 06:27:42
715336,3,พอใช้,46,2025-05-27 01:34:12
715340,5,ไรเดอร์สุภาพ,9,2025-04-16 07:53:30
715351,4,อร่อย,27,2025-06-04 09:55:06
715356,5,ไรเดอร์สุภาพ,36,2024-09-17 04:58:54
715357,3,ราคาแพงไป,105,2024-08-21 01:35:24
715358,5,ไรเดอร์สุภาพ,49,2025-05-03 08:30:54
715359,5,อร่อย,10,2024-08-15 11:33:12
715367,3,อาหารไม่ตรงปก,47,2024-09-21 07:12:18
715371,4,อร่อย,64,2025-01-26 11:23:12
715374,4,อร่อย,43,2025-04-12 01:12:24
715378,5,แพ็กดี,17,2025-05-13 01:24:06
715381,4,แพ็กดี,48,2024-10-18 02:31:30
715384,3,พอใช้,61,2024-08-10 21:38:54
715389,5,ส่งเร็วมาก,20,2024-10-16 03:45:06
715391,4,ส่งเร็วมาก,53,2024-11-25 10:14:00
715392,1,ส่งช้ามาก,121,2025-05-07 11:01:06
715393,3,อาหารไม่ตรงปก,32,2025-05-29 21:42:24
715399,5,ไรเดอร์สุภาพ,35,2025-01-15 13:25:12
715400,4,แพ็กดี,42,2024-12-01 02:34:36
715401,4,แพ็กดี,18,2025-01-16 15:53:54
715406,5,อร่อย,48,2025-07-02 19:08:54
715411,5,อร่อย,47,2024-11-02 09:49:18
715412,5,อร่อย,59,2025-04-24 05:16:18
715415,4,แพ็กดี,91,2024-10-28 20:59:42
715423,4,ส่งเร็วมาก,70,2024-12-23 05:05:30
715425,4,แพ็กดี,55,2025-05-13 04:26:12
715426,5,ส่งเร็วมาก,26,2025-03-08 07:20:48
715427,4,แพ็กดี,35,2024-09-04 12:59:30
715438,4,ราคาโอเค,21,2024-12-12 18:32:30
715442,3,ราคาแพงไป,137,2025-07-05 14:18:30
715443,2,อาหารเย็นแล้ว,47,2024-11-20 01:17:24
715450,5,อร่อย,16,2024-10-03 19:33:00
715451,4,ราคาโอเค,68,2024-12-15 02:24:24
715459,3,พอใช้,83,2025-05-11 12:22:48
715460,5,แพ็กดี,29,2025-02-11 01:47:24
715461,5,อร่อย,17,2025-01-11 01:08:00
715466,4,แพ็กดี,43,2024-09-10 15:58:30
715468,5,แพ็กดี,34,2025-06-09 01:43:36
715470,3,พอใช้,133,2025-02-25 05:55:18
715472,4,ส่งเร็วมาก,46,2025-06-16 12:34:48
715473,5,ส่งเร็วมาก,17,2025-05-25 06:58:18
715474,5,อร่อย,23,2025-02-19 20:33:12
715482,5,อร่อย,3,2025-01-13 06:40:48
715487,3,พอใช้,359,2025-06-30 14:32:54
715492,3,ส่งช้า,72,2025-01-04 00:30:48
715503,5,อร่อย,3,2024-10-26 07:03:06
715505,5,ไรเดอร์สุภาพ,27,2025-06-26 21:09:06
715506,5,ส่งเร็วมาก,30,2025-02-19 03:22:36
715509,3,อาหารไม่ตรงปก,60,2025-01-20 12:23:48
715513,5,ไรเดอร์สุภาพ,50,2025-05-10 15:31:42
715515,5,อร่อย,43,2024-12-10 09:17:00
715520,5,ไรเดอร์สุภาพ,39,2025-04-24 01:27:48
715525,4,แพ็กดี,82,2025-02-07 11:38:30
715536,4,ส่งเร็วมาก,28,2025-06-06 04:59:54
715541,5,ไรเดอร์สุภาพ,13,2025-01-16 07:54:54
715542,4,อร่อย,68,2024-08-05 21:35:06
715543,5,ส่งเร็วมาก,42,2025-01-18 01:08:30
715548,2,อาหารเย็นแล้ว,152,2024-11-13 05:00:24
715549,4,ส่งเร็วมาก,42,2024-11-29 20:35:12
715557,4,อร่อย,50,2024-10-23 21:40:06
715558,5,ส่งเร็วมาก,68,2025-03-15 22:16:00
715559,3,ราคาแพงไป,19,2025-01-16 02:20:42
715562,5,ไรเดอร์สุภาพ,9,2024-12-25 03:49:00
715563,4,ราคาโอเค,18,2024-12-19 00:41:06
715565,3,พอใช้,84,2025-01-20 02:22:36
715570,4,ส่งเร็วมาก,61,2025-05-15 07:22:48
715574,5,ส่งเร็วมาก,31,2025-05-14 21:14:36
715576,5,ส่งเร็วมาก,36,2024-08-16 10:16:30
715582,5,ส่งเร็วมาก,40,2024-12-16 06:01:48
715583,4,อร่อย,17,2024-12-15 09:49:24
715584,5,แพ็กดี,15,2025-03-05 12:12:30
715585,3,ส่งช้า,82,2025-01-27 14:53:12
715593,3,อาหารไม่ตรงปก,45,2024-10-19 04:40:12
715596,4,ราคาโอเค,65,2024-09-25 18:28:06
715598,4,ส่งเร็วมาก,1,2025-03-31 16:41:06
715601,4,แพ็กดี,17,2024-09-17 08:25:24
715602,2,แพ็กไม่ดี,63,2025-02-28 07:31:36
715609,5,แพ็กดี,48,2024-12-14 09:03:06
715613,5,ส่งเร็วมาก,3,2025-01-13 19:52:24
715615,4,อร่อย,25,2024-10-17 16:44:24
715618,4,อร่อย,57,2025-02-27 08:58:42
715621,4,ราคาโอเค,106,2025-01-12 14:38:18
715622,5,อร่อย,87,2025-04-04 02:44:18
715625,3,พอใช้,62,2024-12-22 15:07:06
715628,3,ราคาแพงไป,137,2025-05-19 10:12:24
715629,3,อาหารไม่ตรงปก,58,2024-08-08 09:18:06
715630,5,อร่อย,61,2025-06-25 06:52:36
715634,5,อร่อย,45,2025-01-07 02:14:36
715635,5,อร่อย,115,2024-10-09 05:37:42
715640,4,ราคาโอเค,17,2025-01-27 14:11:00
715645,5,ไรเดอร์สุภาพ,21,2025-02-02 09:26:42
715653,3,ราคาแพงไป,18,2024-08-16 14:21:00
715657,4,ราคาโอเค,97,2025-05-23 07:03:18
715673,4,อร่อย,52,2025-07-14 17:47:12
715675,5,แพ็กดี,23,2024-11-09 03:43:54
715677,4,ราคาโอเค,62,2025-04-01 06:33:00
715679,2,แพ็กไม่ดี,60,2025-01-27 09:15:00
715681,3,ส่งช้า,96,2024-10-29 21:39:12
715684,4,ราคาโอเค,27,2025-04-26 15:49:24
715686,3,พอใช้,227,2024-10-31 01:00:24
715693,5,ไรเดอร์สุภาพ,57,2024-10-13 05:20:36
715702,4,ส่งเร็วมาก,43,2024-12-25 16:37:00
715703,4,อร่อย,71,2025-05-27 18:26:12
715709,4,แพ็กดี,12,2024-09-27 08:36:00
715710,4,อร่อย,71,2024-09-02 11:15:12
715711,4,แพ็กดี,62,2025-05-24 11:10:06
715718,4,ส่งเร็วมาก,51,2025-01-27 05:32:06
715719,4,ราคาโอเค,31,2024-09-28 05:03:54
715723,5,ไรเดอร์สุภาพ,27,2025-03-30 18:42:42
715726,4,ส่งเร็วมาก,4,2024-08-04 07:35:06
715728,5,อร่อย,10,2024-12-04 02:35:48
715731,4,ราคาโอเค,34,2025-01-18 23:55:36
715734,4,อร่อย,23,2024-12-17 21:25:36
715740,5,แพ็กดี,18,2024-09-21 13:26:36
715742,4,แพ็กดี,94,2024-10-14 18:39:06
715751,3,อาหารไม่ตรงปก,57,2025-02-25 03:16:36
715752,5,ไรเดอร์สุภาพ,14,2025-03-02 10:28:06
715754,5,ส่งเร็วมาก,25,2024-12-20 23:42:36
715755,4,แพ็กดี,7,2024-10-14 04:06:48
715767,5,ส่งเร็วมาก,50,2025-01-28 12:25:06
715770,5,ส่งเร็วมาก,26,2024-09-23 03:42:36
715774,2,อาหารไม่ตรงปก,67,2025-05-26 17:56:18
715789,5,อร่อย,67,2025-02-19 12:50:30
715790,5,ไรเดอร์สุภาพ,35,2025-01-03 11:15:30
715791,3,พอใช้,123,2024-08-30 18:14:42
715793,3,ส่งช้า,31,2025-07-13 13:31:42
